// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 一旦寮に戻り、ジャージに着替える。
<0000> 一旦寮に戻り、ジャージに着替える。
//<3663> ただのエロ少年
<3663> ただのエロ少年

//<3664> ユリブサイク
<3664> ユリブサイク

//<3665> ドピュッシー
<3665> ドピュッシー

//<3666> アメリカンエロドッグ
<3666> アメリカンエロドッグ

//<3667> ゼウス
<3667> ゼウス

//<3668> 日向markⅡ
<3668> 日向markⅡ

//<3669> 糞虫
<3669> 糞虫

//<3670> 量産型日向
<3670> 量産型日向

//<3671> ？？
<3671> ？？

//<3672> 「なんて臭さだ！！　本格的すぎるだろ！」
<3672> 「なんて臭さだ！！　本格的すぎるだろ！」

//<3673> nothing
<3673> nothing

//<3674> nothing
<3674> nothing

//<3675> nothing
<3675> nothing

//<3676> nothing
<3676> nothing

//<3677> nothing
<3677> nothing

//<3678> 日向
<3678> 日向

//<3679> 男Ｂ
<3679> 男Ｂ

//<3680> エロエロ団総帥
<3680> エロエロ団総帥

//<3681> イケチン
<3681> イケチン

//<3682> ホモ太
<3682> ホモ太

//<3683> ひなチン
<3683> ひなチン

//<3684> 秀樹
<3684> 秀樹

//<3685> 男子生徒
<3685> 男子生徒

//<3686> ？？
<3686> ？？

//<3687> 「癖は強いが慣れれば大丈夫さ」
<3687> 「癖は強いが慣れれば大丈夫さ」

//<3688> nothing
<3688> nothing

//<3689> nothing
<3689> nothing

//<3690> nothing
<3690> nothing

//<3691> nothing
<3691> nothing

//<3692> nothing
<3692> nothing

//<3693> そう言って、日向は生卵を絡ませたすき焼きの肉を美味しそうに食らう。実に美味しそうで交換してほしいと熱望するほどだ…。
<3693> そう言って、日向は生卵を絡ませたすき焼きの肉を美味しそうに食らう。実に美味しそうで交換してほしいと熱望するほどだ…。

//<3694> nothing
<3694> nothing

//<3695> nothing
<3695> nothing

//<3696> nothing
<3696> nothing

//<3697> nothing
<3697> nothing

//<3698> nothing
<3698> nothing

//<3699> 日向
<3699> 日向

//<3700> 男Ｂ
<3700> 男Ｂ

//<3701> エロエロ団総帥
<3701> エロエロ団総帥

//<3702> イケチン
<3702> イケチン

//<3703> ホモ太
<3703> ホモ太

//<3704> ひなチン
<3704> ひなチン

//<3705> 秀樹
<3705> 秀樹

//<3706> 男子生徒
<3706> 男子生徒

//<3707> ？？
<3707> ？？

//<3708> 「ん？　どうした？」
<3708> 「ん？　どうした？」

//<3709> 音無
<3709> 音無

//<3710> クソ坊主
<3710> クソ坊主

//<3711> 代理人
<3711> 代理人

//<3712> 微妙すぎるイケメン
<3712> 微妙すぎるイケメン

//<3713> ロリコン
<3713> ロリコン

//<3714> メガネ仲間
<3714> メガネ仲間

//<3715> 暗算日本記録保持者
<3715> 暗算日本記録保持者

//<3716> 通り魔
<3716> 通り魔

//<3717> 記憶ナシ男
<3717> 記憶ナシ男

//<3718> 音速
<3718> 音速

//<3719> 無限
<3719> 無限

//<3720> エロ侍
<3720> エロ侍

//<3721> エロエロ団ナンバー１
<3721> エロエロ団ナンバー１

//<3722> ただのエロ少年
<3722> ただのエロ少年

//<3723> ユリブサイク
<3723> ユリブサイク

//<3724> ドピュッシー
<3724> ドピュッシー

//<3725> アメリカンエロドッグ
<3725> アメリカンエロドッグ

//<3726> ゼウス
<3726> ゼウス

//<3727> 日向markⅡ
<3727> 日向markⅡ

//<3728> 糞虫
<3728> 糞虫

//<3729> 量産型日向
<3729> 量産型日向

//<3730> ？？
<3730> ？？

//<3731> 「いや…」
<3731> 「いや…」

//<3732> nothing
<3732> nothing

//<3733> nothing
<3733> nothing

//<3734> nothing
<3734> nothing

//<3735> nothing
<3735> nothing

//<3736> nothing
<3736> nothing

//<3737> 日向がランダムにポケットから取り出した食券だ。明日には俺が食べられるかもしれない。
<3737> 日向がランダムにポケットから取り出した食券だ。明日には俺が食べられるかもしれない。

//<3738> なので、今は黙ったままでおく。
<3738> なので、今は黙ったままでおく。

//<3739> 音無
<3739> 音無

//<3740> クソ坊主
<3740> クソ坊主

//<3741> 代理人
<3741> 代理人

//<3742> 微妙すぎるイケメン
<3742> 微妙すぎるイケメン

//<3743> ロリコン
<3743> ロリコン

//<3744> メガネ仲間
<3744> メガネ仲間

//<3745> 暗算日本記録保持者
<3745> 暗算日本記録保持者

//<3746> 通り魔
<3746> 通り魔

//<3747> 記憶ナシ男
<3747> 記憶ナシ男

//<3748> 音速
<3748> 音速

//<3749> 無限
<3749> 無限

//<3750> エロ侍
<3750> エロ侍

//<3751> エロエロ団ナンバー１
<3751> エロエロ団ナンバー１

//<3752> ただのエロ少年
<3752> ただのエロ少年

//<3753> ユリブサイク
<3753> ユリブサイク

//<3754> ドピュッシー
<3754> ドピュッシー

//<3755> アメリカンエロドッグ
<3755> アメリカンエロドッグ

//<3756> ゼウス
<3756> ゼウス

//<3757> 日向markⅡ
<3757> 日向markⅡ

//<3758> 糞虫
<3758> 糞虫

//<3759> 量産型日向
<3759> 量産型日向

//<3760> ？？
<3760> ？？

//<3761> 「またトムヤムカレーかよ…」
<3761> 「またトムヤムカレーかよ…」

//<3762> nothing
<3762> nothing

//<3763> nothing
<3763> nothing

//<3764> nothing
<3764> nothing

//<3765> nothing
<3765> nothing

//<3766> nothing
<3766> nothing

//<3767> 日向
<3767> 日向

//<3768> 男Ｂ
<3768> 男Ｂ

//<3769> エロエロ団総帥
<3769> エロエロ団総帥

//<3770> イケチン
<3770> イケチン

//<3771> ホモ太
<3771> ホモ太

//<3772> ひなチン
<3772> ひなチン

//<3773> 秀樹
<3773> 秀樹

//<3774> 男子生徒
<3774> 男子生徒

//<3775> ？？
<3775> ？？

//<3776> 「健康にはいいかもしれないぜ？」
<3776> 「健康にはいいかもしれないぜ？」

//<3777> 音無
<3777> 音無

//<3778> クソ坊主
<3778> クソ坊主

//<3779> 代理人
<3779> 代理人

//<3780> 微妙すぎるイケメン
<3780> 微妙すぎるイケメン

//<3781> ロリコン
<3781> ロリコン

//<3782> メガネ仲間
<3782> メガネ仲間

//<3783> 暗算日本記録保持者
<3783> 暗算日本記録保持者

//<3784> 通り魔
<3784> 通り魔

//<3785> 記憶ナシ男
<3785> 記憶ナシ男

//<3786> 音速
<3786> 音速

//<3787> 無限
<3787> 無限

//<3788> エロ侍
<3788> エロ侍

//<3789> エロエロ団ナンバー１
<3789> エロエロ団ナンバー１

//<3790> ただのエロ少年
<3790> ただのエロ少年

//<3791> ユリブサイク
<3791> ユリブサイク

//<3792> ドピュッシー
<3792> ドピュッシー

//<3793> アメリカンエロドッグ
<3793> アメリカンエロドッグ

//<3794> ゼウス
<3794> ゼウス

//<3795> 日向markⅡ
<3795> 日向markⅡ

//<3796> 糞虫
<3796> 糞虫

//<3797> 量産型日向
<3797> 量産型日向

//<3798> ？？
<3798> ？？

//<3799> 「確かにな…」
<3799> 「確かにな…」

//<3800> 音無
<3800> 音無

//<3801> クソ坊主
<3801> クソ坊主

//<3802> 代理人
<3802> 代理人

//<3803> 微妙すぎるイケメン
<3803> 微妙すぎるイケメン

//<3804> ロリコン
<3804> ロリコン

//<3805> メガネ仲間
<3805> メガネ仲間

//<3806> 暗算日本記録保持者
<3806> 暗算日本記録保持者

//<3807> 通り魔
<3807> 通り魔

//<3808> 記憶ナシ男
<3808> 記憶ナシ男

//<3809> 音速
<3809> 音速

//<3810> 無限
<3810> 無限

//<3811> エロ侍
<3811> エロ侍

//<3812> エロエロ団ナンバー１
<3812> エロエロ団ナンバー１

//<3813> ただのエロ少年
<3813> ただのエロ少年

//<3814> ユリブサイク
<3814> ユリブサイク

//<3815> ドピュッシー
<3815> ドピュッシー

//<3816> アメリカンエロドッグ
<3816> アメリカンエロドッグ

//<3817> ゼウス
<3817> ゼウス

//<3818> 日向markⅡ
<3818> 日向markⅡ

//<3819> 糞虫
<3819> 糞虫

//<3820> 量産型日向
<3820> 量産型日向

//<3821> ？？
<3821> ？？

//<3822> 「使われているハーブやスパイスは健胃・鎮痛効果があるし、高い抗酸化作用も注目されている」
<3822> 「使われているハーブやスパイスは健胃・鎮痛効果があるし、高い抗酸化作用も注目されている」

//<3823> nothing
<3823> nothing

//<3824> nothing
<3824> nothing

//<3825> nothing
<3825> nothing

//<3826> nothing
<3826> nothing

//<3827> nothing
<3827> nothing

//<3828> 音無
<3828> 音無

//<3829> クソ坊主
<3829> クソ坊主

//<3830> 代理人
<3830> 代理人

//<3831> 微妙すぎるイケメン
<3831> 微妙すぎるイケメン

//<3832> ロリコン
<3832> ロリコン

//<3833> メガネ仲間
<3833> メガネ仲間

//<3834> 暗算日本記録保持者
<3834> 暗算日本記録保持者

//<3835> 通り魔
<3835> 通り魔

//<3836> 記憶ナシ男
<3836> 記憶ナシ男

//<3837> 音速
<3837> 音速

//<3838> 無限
<3838> 無限

//<3839> エロ侍
<3839> エロ侍

//<3840> エロエロ団ナンバー１
<3840> エロエロ団ナンバー１

//<3841> ただのエロ少年
<3841> ただのエロ少年

//<3842> ユリブサイク
<3842> ユリブサイク

//<3843> ドピュッシー
<3843> ドピュッシー

//<3844> アメリカンエロドッグ
<3844> アメリカンエロドッグ

//<3845> ゼウス
<3845> ゼウス

//<3846> 日向markⅡ
<3846> 日向markⅡ

//<3847> 糞虫
<3847> 糞虫

//<3848> 量産型日向
<3848> 量産型日向

//<3849> ？？
<3849> ？？

//<3850> 「いってみれば漢方薬をすりつぶしてスープにしているようなものだしな」
<3850> 「いってみれば漢方薬をすりつぶしてスープにしているようなものだしな」

//<3851> 音無
<3851> 音無

//<3852> クソ坊主
<3852> クソ坊主

//<3853> 代理人
<3853> 代理人

//<3854> 微妙すぎるイケメン
<3854> 微妙すぎるイケメン

//<3855> ロリコン
<3855> ロリコン

//<3856> メガネ仲間
<3856> メガネ仲間

//<3857> 暗算日本記録保持者
<3857> 暗算日本記録保持者

//<3858> 通り魔
<3858> 通り魔

//<3859> 記憶ナシ男
<3859> 記憶ナシ男

//<3860> 音速
<3860> 音速

//<3861> 無限
<3861> 無限

//<3862> エロ侍
<3862> エロ侍

//<3863> エロエロ団ナンバー１
<3863> エロエロ団ナンバー１

//<3864> ただのエロ少年
<3864> ただのエロ少年

//<3865> ユリブサイク
<3865> ユリブサイク

//<3866> ドピュッシー
<3866> ドピュッシー

//<3867> アメリカンエロドッグ
<3867> アメリカンエロドッグ

//<3868> ゼウス
<3868> ゼウス

//<3869> 日向markⅡ
<3869> 日向markⅡ

//<3870> 糞虫
<3870> 糞虫

//<3871> 量産型日向
<3871> 量産型日向

//<3872> ？？
<3872> ？？

//<3873> 「そもそも、俺たちが病院で処方されているような薬だって、ハーブ、薬草の類が原料で、成分を抽出して錠剤にしているものもあり…」
<3873> 「そもそも、俺たちが病院で処方されているような薬だって、ハーブ、薬草の類が原料で、成分を抽出して錠剤にしているものもあり…」

//<3874> 日向
<3874> 日向

//<3875> 男Ｂ
<3875> 男Ｂ

//<3876> エロエロ団総帥
<3876> エロエロ団総帥

//<3877> イケチン
<3877> イケチン

//<3878> ホモ太
<3878> ホモ太

//<3879> ひなチン
<3879> ひなチン

//<3880> 秀樹
<3880> 秀樹

//<3881> 男子生徒
<3881> 男子生徒

//<3882> ？？
<3882> ？？

//<3883> 「………」
<3883> 「………」

//<3884> 音無
<3884> 音無

//<3885> クソ坊主
<3885> クソ坊主

//<3886> 代理人
<3886> 代理人

//<3887> 微妙すぎるイケメン
<3887> 微妙すぎるイケメン

//<3888> ロリコン
<3888> ロリコン

//<3889> メガネ仲間
<3889> メガネ仲間

//<3890> 暗算日本記録保持者
<3890> 暗算日本記録保持者

//<3891> 通り魔
<3891> 通り魔

//<3892> 記憶ナシ男
<3892> 記憶ナシ男

//<3893> 音速
<3893> 音速

//<3894> 無限
<3894> 無限

//<3895> エロ侍
<3895> エロ侍

//<3896> エロエロ団ナンバー１
<3896> エロエロ団ナンバー１

//<3897> ただのエロ少年
<3897> ただのエロ少年

//<3898> ユリブサイク
<3898> ユリブサイク

//<3899> ドピュッシー
<3899> ドピュッシー

//<3900> アメリカンエロドッグ
<3900> アメリカンエロドッグ

//<3901> ゼウス
<3901> ゼウス

//<3902> 日向markⅡ
<3902> 日向markⅡ

//<3903> 糞虫
<3903> 糞虫

//<3904> 量産型日向
<3904> 量産型日向

//<3905> ？？
<3905> ？？

//<3906> 「え、あれ？　俺、何を言ってんだ？」
<3906> 「え、あれ？　俺、何を言ってんだ？」

//<3907> nothing
<3907> nothing

//<3908> nothing
<3908> nothing

//<3909> nothing
<3909> nothing

//<3910> nothing
<3910> nothing

//<3911> nothing
<3911> nothing

//<3912> 日向
<3912> 日向

//<3913> 男Ｂ
<3913> 男Ｂ

//<3914> エロエロ団総帥
<3914> エロエロ団総帥

//<3915> イケチン
<3915> イケチン

//<3916> ホモ太
<3916> ホモ太

//<3917> ひなチン
<3917> ひなチン

//<3918> 秀樹
<3918> 秀樹

//<3919> 男子生徒
<3919> 男子生徒

//<3920> ？？
<3920> ？？

//<3921> 「記憶が戻ったのか？」
<3921> 「記憶が戻ったのか？」

//<3922> 音無
<3922> 音無

//<3923> クソ坊主
<3923> クソ坊主

//<3924> 代理人
<3924> 代理人

//<3925> 微妙すぎるイケメン
<3925> 微妙すぎるイケメン

//<3926> ロリコン
<3926> ロリコン

//<3927> メガネ仲間
<3927> メガネ仲間

//<3928> 暗算日本記録保持者
<3928> 暗算日本記録保持者

//<3929> 通り魔
<3929> 通り魔

//<3930> 記憶ナシ男
<3930> 記憶ナシ男

//<3931> 音速
<3931> 音速

//<3932> 無限
<3932> 無限

//<3933> エロ侍
<3933> エロ侍

//<3934> エロエロ団ナンバー１
<3934> エロエロ団ナンバー１

//<3935> ただのエロ少年
<3935> ただのエロ少年

//<3936> ユリブサイク
<3936> ユリブサイク

//<3937> ドピュッシー
<3937> ドピュッシー

//<3938> アメリカンエロドッグ
<3938> アメリカンエロドッグ

//<3939> ゼウス
<3939> ゼウス

//<3940> 日向markⅡ
<3940> 日向markⅡ

//<3941> 糞虫
<3941> 糞虫

//<3942> 量産型日向
<3942> 量産型日向

//<3943> ？？
<3943> ？？

//<3944> 「いや…そういうわけではない感じだ…」
<3944> 「いや…そういうわけではない感じだ…」

//<3945> nothing
<3945> nothing

//<3946> nothing
<3946> nothing

//<3947> nothing
<3947> nothing

//<3948> nothing
<3948> nothing

//<3949> nothing
<3949> nothing

//<3950> 日向
<3950> 日向

//<3951> 男Ｂ
<3951> 男Ｂ

//<3952> エロエロ団総帥
<3952> エロエロ団総帥

//<3953> イケチン
<3953> イケチン

//<3954> ホモ太
<3954> ホモ太

//<3955> ひなチン
<3955> ひなチン

//<3956> 秀樹
<3956> 秀樹

//<3957> 男子生徒
<3957> 男子生徒

//<3958> ？？
<3958> ？？

//<3959> 「お前、生前は薬屋の息子とかだったのかもなー」
<3959> 「お前、生前は薬屋の息子とかだったのかもなー」

//<3960> 音無
<3960> 音無

//<3961> クソ坊主
<3961> クソ坊主

//<3962> 代理人
<3962> 代理人

//<3963> 微妙すぎるイケメン
<3963> 微妙すぎるイケメン

//<3964> ロリコン
<3964> ロリコン

//<3965> メガネ仲間
<3965> メガネ仲間

//<3966> 暗算日本記録保持者
<3966> 暗算日本記録保持者

//<3967> 通り魔
<3967> 通り魔

//<3968> 記憶ナシ男
<3968> 記憶ナシ男

//<3969> 音速
<3969> 音速

//<3970> 無限
<3970> 無限

//<3971> エロ侍
<3971> エロ侍

//<3972> エロエロ団ナンバー１
<3972> エロエロ団ナンバー１

//<3973> ただのエロ少年
<3973> ただのエロ少年

//<3974> ユリブサイク
<3974> ユリブサイク

//<3975> ドピュッシー
<3975> ドピュッシー

//<3976> アメリカンエロドッグ
<3976> アメリカンエロドッグ

//<3977> ゼウス
<3977> ゼウス

//<3978> 日向markⅡ
<3978> 日向markⅡ

//<3979> 糞虫
<3979> 糞虫

//<3980> 量産型日向
<3980> 量産型日向

//<3981> ？？
<3981> ？？

//<3982> 「わかんねぇけど…とりあえずこればっかり食い続けたくないな…」
<3982> 「わかんねぇけど…とりあえずこればっかり食い続けたくないな…」

//<3983> この臭さには慣れる気がしない…。
<3983> この臭さには慣れる気がしない…。

//<3984> nothing
<3984> nothing

//<3985> nothing
<3985> nothing

//<3986> nothing
<3986> nothing

//<3987> nothing
<3987> nothing

//<3988> nothing
<3988> nothing

//<3989> 日向
<3989> 日向

//<3990> 男Ｂ
<3990> 男Ｂ

//<3991> エロエロ団総帥
<3991> エロエロ団総帥

//<3992> イケチン
<3992> イケチン

//<3993> ホモ太
<3993> ホモ太

//<3994> ひなチン
<3994> ひなチン

//<3995> 秀樹
<3995> 秀樹

//<3996> 男子生徒
<3996> 男子生徒

//<3997> ？？
<3997> ？？

//<3998> 「おっと、そろそろ定例会議の時間だな。本部まで行くぞ」
<3998> 「おっと、そろそろ定例会議の時間だな。本部まで行くぞ」

//<3999> 音無
<3999> 音無

//<4000> クソ坊主
<4000> クソ坊主

//<4001> 代理人
<4001> 代理人

//<4002> 微妙すぎるイケメン
<4002> 微妙すぎるイケメン

//<4003> ロリコン
<4003> ロリコン

//<4004> メガネ仲間
<4004> メガネ仲間

//<4005> 暗算日本記録保持者
<4005> 暗算日本記録保持者

//<4006> 通り魔
<4006> 通り魔

//<4007> 記憶ナシ男
<4007> 記憶ナシ男

//<4008> 音速
<4008> 音速

//<4009> 無限
<4009> 無限

//<4010> エロ侍
<4010> エロ侍

//<4011> エロエロ団ナンバー１
<4011> エロエロ団ナンバー１

//<4012> ただのエロ少年
<4012> ただのエロ少年

//<4013> ユリブサイク
<4013> ユリブサイク

//<4014> ドピュッシー
<4014> ドピュッシー

//<4015> アメリカンエロドッグ
<4015> アメリカンエロドッグ
