// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 俺は顔を洗った後、部屋に戻ってくる。まだ日向は寝ている。
<0000> 俺は顔を洗った後、部屋に戻ってくる。まだ日向は寝ている。
//<4196> 暗算日本記録保持者
<4196> 暗算日本記録保持者

//<4197> 通り魔
<4197> 通り魔

//<4198> 記憶ナシ男
<4198> 記憶ナシ男

//<4199> 音速
<4199> 音速

//<4200> 無限
<4200> 無限

//<4201> エロ侍
<4201> エロ侍

//<4202> エロエロ団ナンバー１
<4202> エロエロ団ナンバー１

//<4203> ただのエロ少年
<4203> ただのエロ少年

//<4204> ユリブサイク
<4204> ユリブサイク

//<4205> ドピュッシー
<4205> ドピュッシー

//<4206> アメリカンエロドッグ
<4206> アメリカンエロドッグ

//<4207> ゼウス
<4207> ゼウス

//<4208> 日向markⅡ
<4208> 日向markⅡ

//<4209> 糞虫
<4209> 糞虫

//<4210> 量産型日向
<4210> 量産型日向

//<4211> ？？
<4211> ？？

//<4212> 「すぐには歩けねーよっ」
<4212> 「すぐには歩けねーよっ」

//<4213> nothing
<4213> nothing

//<4214> nothing
<4214> nothing

//<4215> nothing
<4215> nothing

//<4216> nothing
<4216> nothing

//<4217> nothing
<4217> nothing

//<4218> 遊佐
<4218> 遊佐

//<4219> 「では、少し休んでからで」
<4219> 「では、少し休んでからで」

//<4220> 音無
<4220> 音無

//<4221> クソ坊主
<4221> クソ坊主

//<4222> 代理人
<4222> 代理人

//<4223> 微妙すぎるイケメン
<4223> 微妙すぎるイケメン

//<4224> ロリコン
<4224> ロリコン

//<4225> メガネ仲間
<4225> メガネ仲間

//<4226> 暗算日本記録保持者
<4226> 暗算日本記録保持者

//<4227> 通り魔
<4227> 通り魔

//<4228> 記憶ナシ男
<4228> 記憶ナシ男

//<4229> 音速
<4229> 音速

//<4230> 無限
<4230> 無限

//<4231> エロ侍
<4231> エロ侍

//<4232> エロエロ団ナンバー１
<4232> エロエロ団ナンバー１

//<4233> ただのエロ少年
<4233> ただのエロ少年

//<4234> ユリブサイク
<4234> ユリブサイク

//<4235> ドピュッシー
<4235> ドピュッシー

//<4236> アメリカンエロドッグ
<4236> アメリカンエロドッグ

//<4237> ゼウス
<4237> ゼウス

//<4238> 日向markⅡ
<4238> 日向markⅡ

//<4239> 糞虫
<4239> 糞虫

//<4240> 量産型日向
<4240> 量産型日向

//<4241> ？？
<4241> ？？

//<4242> 「そうさせてもらうよ…」
<4242> 「そうさせてもらうよ…」

//<4243> nothing
<4243> nothing

//<4244> nothing
<4244> nothing

//<4245> nothing
<4245> nothing

//<4246> nothing
<4246> nothing

//<4247> nothing
<4247> nothing

//<4248> ………。
<4248> ………。

//<4249> ……。
<4249> ……。

//<4250> …。
<4250> …。

//<4251> 音無
<4251> 音無

//<4252> クソ坊主
<4252> クソ坊主

//<4253> 代理人
<4253> 代理人

//<4254> 微妙すぎるイケメン
<4254> 微妙すぎるイケメン

//<4255> ロリコン
<4255> ロリコン

//<4256> メガネ仲間
<4256> メガネ仲間

//<4257> 暗算日本記録保持者
<4257> 暗算日本記録保持者

//<4258> 通り魔
<4258> 通り魔

//<4259> 記憶ナシ男
<4259> 記憶ナシ男

//<4260> 音速
<4260> 音速

//<4261> 無限
<4261> 無限

//<4262> エロ侍
<4262> エロ侍

//<4263> エロエロ団ナンバー１
<4263> エロエロ団ナンバー１

//<4264> ただのエロ少年
<4264> ただのエロ少年

//<4265> ユリブサイク
<4265> ユリブサイク

//<4266> ドピュッシー
<4266> ドピュッシー

//<4267> アメリカンエロドッグ
<4267> アメリカンエロドッグ

//<4268> ゼウス
<4268> ゼウス

//<4269> 日向markⅡ
<4269> 日向markⅡ

//<4270> 糞虫
<4270> 糞虫

//<4271> 量産型日向
<4271> 量産型日向

//<4272> ？？
<4272> ？？

//<4273> 「なんでお前はずっと居る」
<4273> 「なんでお前はずっと居る」

//<4274> nothing
<4274> nothing

//<4275> nothing
<4275> nothing

//<4276> nothing
<4276> nothing

//<4277> nothing
<4277> nothing

//<4278> nothing
<4278> nothing

//<4279> 遊佐
<4279> 遊佐

//<4280> 「あなたが本部に向かったことを確認した後でないと、戻れませんので」
<4280> 「あなたが本部に向かったことを確認した後でないと、戻れませんので」

//<4281> 音無
<4281> 音無

//<4282> クソ坊主
<4282> クソ坊主

//<4283> 代理人
<4283> 代理人

//<4284> 微妙すぎるイケメン
<4284> 微妙すぎるイケメン

//<4285> ロリコン
<4285> ロリコン

//<4286> メガネ仲間
<4286> メガネ仲間

//<4287> 暗算日本記録保持者
<4287> 暗算日本記録保持者

//<4288> 通り魔
<4288> 通り魔

//<4289> 記憶ナシ男
<4289> 記憶ナシ男

//<4290> 音速
<4290> 音速

//<4291> 無限
<4291> 無限

//<4292> エロ侍
<4292> エロ侍

//<4293> エロエロ団ナンバー１
<4293> エロエロ団ナンバー１

//<4294> ただのエロ少年
<4294> ただのエロ少年

//<4295> ユリブサイク
<4295> ユリブサイク

//<4296> ドピュッシー
<4296> ドピュッシー

//<4297> アメリカンエロドッグ
<4297> アメリカンエロドッグ

//<4298> ゼウス
<4298> ゼウス

//<4299> 日向markⅡ
<4299> 日向markⅡ

//<4300> 糞虫
<4300> 糞虫

//<4301> 量産型日向
<4301> 量産型日向

//<4302> ？？
<4302> ？？

//<4303> 「なんか、言い逃れにしか聞こえないぜ…」
<4303> 「なんか、言い逃れにしか聞こえないぜ…」

//<4304> nothing
<4304> nothing

//<4305> nothing
<4305> nothing

//<4306> nothing
<4306> nothing

//<4307> nothing
<4307> nothing

//<4308> nothing
<4308> nothing

//<4309> nothing
<4309> nothing

//<4310> ようやく俺は立ち上がる。
<4310> ようやく俺は立ち上がる。

//<4311> 音無
<4311> 音無

//<4312> クソ坊主
<4312> クソ坊主

//<4313> 代理人
<4313> 代理人

//<4314> 微妙すぎるイケメン
<4314> 微妙すぎるイケメン

//<4315> ロリコン
<4315> ロリコン

//<4316> メガネ仲間
<4316> メガネ仲間

//<4317> 暗算日本記録保持者
<4317> 暗算日本記録保持者

//<4318> 通り魔
<4318> 通り魔

//<4319> 記憶ナシ男
<4319> 記憶ナシ男

//<4320> 音速
<4320> 音速

//<4321> 無限
<4321> 無限

//<4322> エロ侍
<4322> エロ侍

//<4323> エロエロ団ナンバー１
<4323> エロエロ団ナンバー１

//<4324> ただのエロ少年
<4324> ただのエロ少年

//<4325> ユリブサイク
<4325> ユリブサイク

//<4326> ドピュッシー
<4326> ドピュッシー

//<4327> アメリカンエロドッグ
<4327> アメリカンエロドッグ

//<4328> ゼウス
<4328> ゼウス

//<4329> 日向markⅡ
<4329> 日向markⅡ

//<4330> 糞虫
<4330> 糞虫

//<4331> 量産型日向
<4331> 量産型日向

//<4332> ？？
<4332> ？？

//<4333> 「行けばいいんだな？」
<4333> 「行けばいいんだな？」

//<4334> nothing
<4334> nothing

//<4335> nothing
<4335> nothing

//<4336> nothing
<4336> nothing

//<4337> nothing
<4337> nothing

//<4338> nothing
<4338> nothing

//<4339> 遊佐
<4339> 遊佐

//<4340> 「はい。ここから見送ります」
<4340> 「はい。ここから見送ります」

//<4341> 音無
<4341> 音無

//<4342> クソ坊主
<4342> クソ坊主

//<4343> 代理人
<4343> 代理人

//<4344> 微妙すぎるイケメン
<4344> 微妙すぎるイケメン

//<4345> ロリコン
<4345> ロリコン

//<4346> メガネ仲間
<4346> メガネ仲間

//<4347> 暗算日本記録保持者
<4347> 暗算日本記録保持者

//<4348> 通り魔
<4348> 通り魔

//<4349> 記憶ナシ男
<4349> 記憶ナシ男

//<4350> 音速
<4350> 音速

//<4351> 無限
<4351> 無限

//<4352> エロ侍
<4352> エロ侍

//<4353> エロエロ団ナンバー１
<4353> エロエロ団ナンバー１

//<4354> ただのエロ少年
<4354> ただのエロ少年

//<4355> ユリブサイク
<4355> ユリブサイク

//<4356> ドピュッシー
<4356> ドピュッシー

//<4357> アメリカンエロドッグ
<4357> アメリカンエロドッグ

//<4358> ゼウス
<4358> ゼウス

//<4359> 日向markⅡ
<4359> 日向markⅡ

//<4360> 糞虫
<4360> 糞虫

//<4361> 量産型日向
<4361> 量産型日向

//<4362> ？？
<4362> ？？

//<4363> 「なぜ！？　一緒にくればいいじゃないか！？」
<4363> 「なぜ！？　一緒にくればいいじゃないか！？」

//<4364> nothing
<4364> nothing

//<4365> nothing
<4365> nothing

//<4366> nothing
<4366> nothing

//<4367> nothing
<4367> nothing

//<4368> nothing
<4368> nothing

//<4369> 遊佐
<4369> 遊佐

//<4370> 「ツーショットなんて、私が嫌なので」
<4370> 「ツーショットなんて、私が嫌なので」

//<4371> 音無
<4371> 音無

//<4372> クソ坊主
<4372> クソ坊主

//<4373> 代理人
<4373> 代理人

//<4374> 微妙すぎるイケメン
<4374> 微妙すぎるイケメン

//<4375> ロリコン
<4375> ロリコン

//<4376> メガネ仲間
<4376> メガネ仲間

//<4377> 暗算日本記録保持者
<4377> 暗算日本記録保持者

//<4378> 通り魔
<4378> 通り魔

//<4379> 記憶ナシ男
<4379> 記憶ナシ男

//<4380> 音速
<4380> 音速

//<4381> 無限
<4381> 無限

//<4382> エロ侍
<4382> エロ侍

//<4383> エロエロ団ナンバー１
<4383> エロエロ団ナンバー１

//<4384> ただのエロ少年
<4384> ただのエロ少年

//<4385> ユリブサイク
<4385> ユリブサイク

//<4386> ドピュッシー
<4386> ドピュッシー

//<4387> アメリカンエロドッグ
<4387> アメリカンエロドッグ

//<4388> ゼウス
<4388> ゼウス

//<4389> 日向markⅡ
<4389> 日向markⅡ

//<4390> 糞虫
<4390> 糞虫

//<4391> 量産型日向
<4391> 量産型日向

//<4392> ？？
<4392> ？？

//<4393> 「そりゃ、嫌われたもんだな」
<4393> 「そりゃ、嫌われたもんだな」

//<4394> nothing
<4394> nothing

//<4395> nothing
<4395> nothing

//<4396> nothing
<4396> nothing

//<4397> nothing
<4397> nothing

//<4398> nothing
<4398> nothing

//<4399> 遊佐
<4399> 遊佐

//<4400> 「ご安心を。誰に対してもです」
<4400> 「ご安心を。誰に対してもです」

//<4401> 音無
<4401> 音無

//<4402> クソ坊主
<4402> クソ坊主

//<4403> 代理人
<4403> 代理人

//<4404> 微妙すぎるイケメン
<4404> 微妙すぎるイケメン

//<4405> ロリコン
<4405> ロリコン

//<4406> メガネ仲間
<4406> メガネ仲間

//<4407> 暗算日本記録保持者
<4407> 暗算日本記録保持者

//<4408> 通り魔
<4408> 通り魔

//<4409> 記憶ナシ男
<4409> 記憶ナシ男

//<4410> 音速
<4410> 音速

//<4411> 無限
<4411> 無限

//<4412> エロ侍
<4412> エロ侍

//<4413> エロエロ団ナンバー１
<4413> エロエロ団ナンバー１

//<4414> ただのエロ少年
<4414> ただのエロ少年

//<4415> ユリブサイク
<4415> ユリブサイク

//<4416> ドピュッシー
<4416> ドピュッシー

//<4417> アメリカンエロドッグ
<4417> アメリカンエロドッグ

//<4418> ゼウス
<4418> ゼウス

//<4419> 日向markⅡ
<4419> 日向markⅡ

//<4420> 糞虫
<4420> 糞虫

//<4421> 量産型日向
<4421> 量産型日向

//<4422> ？？
<4422> ？？

//<4423> 「そっかよ。わかったよ…」
<4423> 「そっかよ。わかったよ…」

//<4424> 本部に向かった。
<4424> 本部に向かった。

//<4425> nothing
<4425> nothing

//<4426> nothing
<4426> nothing

//<4427> nothing
<4427> nothing

//<4428> nothing
<4428> nothing

//<4429> 岩沢
<4429> 岩沢

//<4430> 「了解。行こうぜ、音無」
<4430> 「了解。行こうぜ、音無」

//<4431> 音無
<4431> 音無

//<4432> クソ坊主
<4432> クソ坊主

//<4433> 代理人
<4433> 代理人

//<4434> 微妙すぎるイケメン
<4434> 微妙すぎるイケメン

//<4435> ロリコン
<4435> ロリコン

//<4436> メガネ仲間
<4436> メガネ仲間

//<4437> 暗算日本記録保持者
<4437> 暗算日本記録保持者

//<4438> 通り魔
<4438> 通り魔

//<4439> 記憶ナシ男
<4439> 記憶ナシ男

//<4440> 音速
<4440> 音速

//<4441> 無限
<4441> 無限

//<4442> エロ侍
<4442> エロ侍

//<4443> エロエロ団ナンバー１
<4443> エロエロ団ナンバー１

//<4444> ただのエロ少年
<4444> ただのエロ少年

//<4445> ユリブサイク
<4445> ユリブサイク

//<4446> ドピュッシー
<4446> ドピュッシー

//<4447> アメリカンエロドッグ
<4447> アメリカンエロドッグ

//<4448> ゼウス
<4448> ゼウス

//<4449> 日向markⅡ
<4449> 日向markⅡ

//<4450> 糞虫
<4450> 糞虫

//<4451> 量産型日向
<4451> 量産型日向

//<4452> ？？
<4452> ？？

//<4453> 「ああ」
<4453> 「ああ」

//<4454> dummy
<4454> dummy

//<4455> m301
<4455> m301

//<4456> ep99_bg001
<4456> ep99_bg001

//<4457> bg_kuro
<4457> bg_kuro

//<4458> ep03_bg015
<4458> ep03_bg015

//<4459> bs1_sk0101
<4459> bs1_sk0101

//<4460> bs1_hs0101
<4460> bs1_hs0101

//<4461> bs1_iw0209
<4461> bs1_iw0209

//<4462> bs1_ir0101
<4462> bs1_ir0101

//<4463> m105
<4463> m105

//<4464> hs0201
<4464> hs0201

//<4465> iw0201
<4465> iw0201

//<4466> bg_kuro
<4466> bg_kuro

//<4467> ep10_bg024
<4467> ep10_bg024

//<4468> hs0105_01
<4468> hs0105_01

//<4469> ep88_bg023
<4469> ep88_bg023

//<4470> bg_kuro
<4470> bg_kuro

//<4471> ep04_bg033
<4471> ep04_bg033

//<4472> hs0106_01
<4472> hs0106_01

//<4473> hs0101
<4473> hs0101

//<4474> hs0106_01
<4474> hs0106_01

//<4475> hs0201
<4475> hs0201

//<4476> ep04_bg039
<4476> ep04_bg039

//<4477> ir0101_02
<4477> ir0101_02

//<4478> hs0102_01
<4478> hs0102_01

//<4479> ir0101
<4479> ir0101

//<4480> ep04_bg043
<4480> ep04_bg043

//<4481> hs0102_01
<4481> hs0102_01

//<4482> hs0104_03
<4482> hs0104_03

//<4483> sk0105
<4483> sk0105

//<4484> hs0104_01
<4484> hs0104_01

//<4485> sk0106_01
<4485> sk0106_01

//<4486> hs0102_01
<4486> hs0102_01

//<4487> hs0101
<4487> hs0101

//<4488> hs0102_01
<4488> hs0102_01

//<4489> iw0301
<4489> iw0301

//<4490> hs0106_01
<4490> hs0106_01

//<4491> ep88_bg017
<4491> ep88_bg017

//<4492> ep04_bg038
<4492> ep04_bg038

//<4493> ep04_bg036
<4493> ep04_bg036

//<4494> ep04_bg036
<4494> ep04_bg036

//<4495> ep04_bg047
<4495> ep04_bg047

//<4496> ep04_bg036
<4496> ep04_bg036

//<4497> hs0107
<4497> hs0107

//<4498> ep04_bg042
<4498> ep04_bg042

//<4499> ep04_bg036
<4499> ep04_bg036

//<4500> sys_bk_selline00
<4500> sys_bk_selline00

//<4501> ep04_bg043
<4501> ep04_bg043

//<4502> ep04_bg038
<4502> ep04_bg038

//<4503> ep88_bg017
<4503> ep88_bg017

//<4504> sk0111
<4504> sk0111

//<4505> ep04_bg043
<4505> ep04_bg043

//<4506> ep04_bg043
<4506> ep04_bg043

//<4507> hs0105
<4507> hs0105

//<4508> iw0107_09
<4508> iw0107_09

//<4509> sys_bk_selline00
<4509> sys_bk_selline00

//<4510> ep04_bg039
<4510> ep04_bg039

//<4511> ep04_bg047
<4511> ep04_bg047

//<4512> ep04_bg039
<4512> ep04_bg039

//<4513> ep04_bg033
<4513> ep04_bg033

//<4514> ep04_bg033
<4514> ep04_bg033

//<4515> iw0307_01
<4515> iw0307_01

//<4516> iw0309_02
<4516> iw0309_02

//<4517> ep04_bg039
<4517> ep04_bg039

//<4518> ep04_bg042
<4518> ep04_bg042

//<4519> ep04_bg039
<4519> ep04_bg039

//<4520> ep04_bg037
<4520> ep04_bg037

//<4521> ep04_bg033
<4521> ep04_bg033

//<4522> iw0115
<4522> iw0115

//<4523> m205
<4523> m205

//<4524> iw0101
<4524> iw0101

//<4525> iw0106_08
<4525> iw0106_08

//<4526> iw0109
<4526> iw0109

//<4527> iw0107_01
<4527> iw0107_01

//<4528> iw0108
<4528> iw0108

//<4529> iw0115
<4529> iw0115

//<4530> m126
<4530> m126

//<4531> bg_siro
<4531> bg_siro

//<4532> ep04_bg030
<4532> ep04_bg030

//<4533> bg_siro
<4533> bg_siro
{1b109} 0a // 4533

//<4534> iw0107
<4534> iw0107

//<4535> iw0107_09
<4535> iw0107_09

//<4536> ep03_bg026
<4536> ep03_bg026

//<4537> bg_kuro
<4537> bg_kuro

//<4538> m203
<4538> m203
{1cd57} 0a // 4538

//<4539> bg_siro
<4539> bg_siro
{1ce56} 0a // 4539

//<4540> ep03_bg004
<4540> ep03_bg004

//<4541> yr0110
<4541> yr0110

//<4542> yr0109
<4542> yr0109

//<4543> bg_siro
<4543> bg_siro

//<4544> ep04_bg032
<4544> ep04_bg032

//<4545> ep04_bg032
<4545> ep04_bg032

//<4546> hs0106
<4546> hs0106

//<4547> hs0107
<4547> hs0107

//<4548> hs0107_10
<4548> hs0107_10

//<4549> hs
<4549> hs

//<4550> iw0309_08
<4550> iw0309_08

//<4551> ep04_bg047
<4551> ep04_bg047

//<4552> bg_kuro
<4552> bg_kuro

//<4553> sys_bk_selline00
<4553> sys_bk_selline00

//<4554> iw0115
<4554> iw0115

//<4555> iw0208
<4555> iw0208

//<4556> iw0101
<4556> iw0101

//<4557> sk010411a0
<4557> sk010411a0

//<4558> ir01021200
<4558> ir01021200

//<4559> ep04_bg033
<4559> ep04_bg033

//<4560> bs3_iw0108_09
<4560> bs3_iw0108_09

//<4561> iw0108
<4561> iw0108

//<4562> sys_bk_selline00
<4562> sys_bk_selline00

//<4563> m118
<4563> m118

//<4564> iw0108_02
<4564> iw0108_02

//<4565> m118
<4565> m118

//<4566> ep04_bg033
<4566> ep04_bg033

//<4567> ep04_bg043
<4567> ep04_bg043

//<4568> sys_bk_selline00
<4568> sys_bk_selline00

//<4569> m118
<4569> m118

//<4570> iw0108_02
<4570> iw0108_02

//<4571> m118
<4571> m118

//<4572> ep04_bg043
<4572> ep04_bg043

//<4573> m105
<4573> m105

//<4574> evcm_1807
<4574> evcm_1807

//<4575> ep04_bg037
<4575> ep04_bg037

//<4576> ep04_bg043
<4576> ep04_bg043

//<4577> ep04_bg033
<4577> ep04_bg033

//<4578> bs3_iw0104_0900r4
<4578> bs3_iw0104_0900r4

//<4579> ep04_bg033
<4579> ep04_bg033

//<4580> iw0107_08
<4580> iw0107_08

//<4581> ep04_bg043
<4581> ep04_bg043

//<4582> sys_bk_selline00
<4582> sys_bk_selline00

//<4583> evcm_1807
<4583> evcm_1807

//<4584> ep04_bg043
<4584> ep04_bg043

//<4585> evcm_1807
