// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 日向
<6200> クソ坊主

//<6201> 代理人
<6201> 代理人

//<6202> 微妙すぎるイケメン
<6202> 微妙すぎるイケメン

//<6203> ロリコン
<6203> ロリコン

//<6204> メガネ仲間
<6204> メガネ仲間

//<6205> 暗算日本記録保持者
<6205> 暗算日本記録保持者

//<6206> 通り魔
<6206> 通り魔

//<6207> 記憶ナシ男
<6207> 記憶ナシ男

//<6208> 音速
<6208> 音速

//<6209> 無限
<6209> 無限

//<6210> エロ侍
<6210> エロ侍

//<6211> エロエロ団ナンバー１
<6211> エロエロ団ナンバー１

//<6212> ただのエロ少年
<6212> ただのエロ少年

//<6213> ユリブサイク
<6213> ユリブサイク

//<6214> ドピュッシー
<6214> ドピュッシー

//<6215> アメリカンエロドッグ
<6215> アメリカンエロドッグ

//<6216> ゼウス
<6216> ゼウス

//<6217> 日向markⅡ
<6217> 日向markⅡ

//<6218> 糞虫
<6218> 糞虫

//<6219> 量産型日向
<6219> 量産型日向

//<6220> ？？
<6220> ？？

//<6221> 「ごほっ…くしゅんっ！」
<6221> 「ごほっ…くしゅんっ！」

//<6222> 鼻水が垂れる。
<6222> 鼻水が垂れる。

//<6223> nothing
<6223> nothing

//<6224> nothing
<6224> nothing

//<6225> nothing
<6225> nothing

//<6226> nothing
<6226> nothing

//<6227> nothing
<6227> nothing

//<6228> 日向
<6228> 日向

//<6229> 男Ｂ
<6229> 男Ｂ

//<6230> エロエロ団総帥
<6230> エロエロ団総帥

//<6231> イケチン
<6231> イケチン

//<6232> ホモ太
<6232> ホモ太

//<6233> ひなチン
<6233> ひなチン

//<6234> 秀樹
<6234> 秀樹

//<6235> 男子生徒
<6235> 男子生徒

//<6236> ？？
<6236> ？？

//<6237> 「お前も風邪のようだし、今日はもう無理だな」
<6237> 「お前も風邪のようだし、今日はもう無理だな」

//<6238> ２人
<6238> ２人

//<6239> 「気合いで乗り切る！！」
<6239> 「気合いで乗り切る！！」

//<6240> nothing
<6240> nothing

//<6241> nothing
<6241> nothing

//<6242> nothing
<6242> nothing

//<6243> nothing
<6243> nothing

//<6244> nothing
<6244> nothing

//<6245> 日向
<6245> 日向

//<6246> 男Ｂ
<6246> 男Ｂ

//<6247> エロエロ団総帥
<6247> エロエロ団総帥

//<6248> イケチン
<6248> イケチン

//<6249> ホモ太
<6249> ホモ太

//<6250> ひなチン
<6250> ひなチン

//<6251> 秀樹
<6251> 秀樹

//<6252> 男子生徒
<6252> 男子生徒

//<6253> ？？
<6253> ？？

//<6254> 「すげー、綺麗にハモッてくれたが、いくら死後の世界でも、怪我や病気は少しの時間じゃ治らない」
<6254> 「すげー、綺麗にハモッてくれたが、いくら死後の世界でも、怪我や病気は少しの時間じゃ治らない」

//<6255> nothing
<6255> nothing

//<6256> nothing
<6256> nothing

//<6257> nothing
<6257> nothing

//<6258> nothing
<6258> nothing

//<6259> nothing
<6259> nothing

//<6260> 日向
<6260> 日向

//<6261> 男Ｂ
<6261> 男Ｂ

//<6262> エロエロ団総帥
<6262> エロエロ団総帥

//<6263> イケチン
<6263> イケチン

//<6264> ホモ太
<6264> ホモ太

//<6265> ひなチン
<6265> ひなチン

//<6266> 秀樹
<6266> 秀樹

//<6267> 男子生徒
<6267> 男子生徒

//<6268> ？？
<6268> ？？

//<6269> 「だから、ふたりとも、今日はもう休むこったな」
<6269> 「だから、ふたりとも、今日はもう休むこったな」

//<6270> nothing
<6270> nothing

//<6271> nothing
<6271> nothing

//<6272> nothing
<6272> nothing

//<6273> nothing
<6273> nothing

//<6274> nothing
<6274> nothing

//<6275> 野田
<6275> 野田

//<6276> 男Ｆ
<6276> 男Ｆ

//<6277> イケパイ
<6277> イケパイ

//<6278> 男
<6278> 男

//<6279> ？？
<6279> ？？

//<6280> 「それで、勝ったことになるのか…！？」
<6280> 「それで、勝ったことになるのか…！？」

//<6281> nothing
<6281> nothing

//<6282> nothing
<6282> nothing

//<6283> nothing
<6283> nothing

//<6284> nothing
<6284> nothing

//<6285> nothing
<6285> nothing

//<6286> 日向
<6286> 日向

//<6287> 男Ｂ
<6287> 男Ｂ

//<6288> エロエロ団総帥
<6288> エロエロ団総帥

//<6289> イケチン
<6289> イケチン

//<6290> ホモ太
<6290> ホモ太

//<6291> ひなチン
<6291> ひなチン

//<6292> 秀樹
<6292> 秀樹

//<6293> 男子生徒
<6293> 男子生徒

//<6294> ？？
<6294> ？？

//<6295> 「いや、不戦勝だから、今負けたチームが勝ち進む」
<6295> 「いや、不戦勝だから、今負けたチームが勝ち進む」

//<6296> nothing
<6296> nothing

//<6297> nothing
<6297> nothing

//<6298> nothing
<6298> nothing

//<6299> nothing
<6299> nothing

//<6300> nothing
<6300> nothing

//<6301> ２人
<6301> ２人

//<6302> 「そんなのってねーぜ！！」
<6302> 「そんなのってねーぜ！！」

//<6303> nothing
<6303> nothing

//<6304> nothing
<6304> nothing

//<6305> nothing
<6305> nothing

//<6306> nothing
<6306> nothing

//<6307> nothing
<6307> nothing

//<6308> 日向
<6308> 日向

//<6309> 男Ｂ
<6309> 男Ｂ

//<6310> エロエロ団総帥
<6310> エロエロ団総帥

//<6311> イケチン
<6311> イケチン

//<6312> ホモ太
<6312> ホモ太

//<6313> ひなチン
<6313> ひなチン

//<6314> 秀樹
<6314> 秀樹

//<6315> 男子生徒
<6315> 男子生徒

//<6316> ？？
<6316> ？？

//<6317> 「またすげー綺麗にハモッてくれたが、諦めろ」
<6317> 「またすげー綺麗にハモッてくれたが、諦めろ」

//<6318> 椎名
<6318> 椎名

//<6319> 「どうした？」
<6319> 「どうした？」

//<6320> 高橋
<6320> 高橋

//<6321> 「どうしました？」
<6321> 「どうしました？」

//<6322> nothing
<6322> nothing

//<6323> nothing
<6323> nothing

//<6324> nothing
<6324> nothing

//<6325> nothing
<6325> nothing

//<6326> 椎名とＮＰＣの高橋まで心配そうな顔で駆け寄ってきた。
<6326> 椎名とＮＰＣの高橋まで心配そうな顔で駆け寄ってきた。

//<6327> nothing
<6327> nothing

//<6328> nothing
<6328> nothing

//<6329> nothing
<6329> nothing

//<6330> nothing
<6330> nothing

//<6331> nothing
<6331> nothing

//<6332> 日向
<6332> 日向

//<6333> 男Ｂ
<6333> 男Ｂ

//<6334> エロエロ団総帥
<6334> エロエロ団総帥

//<6335> イケチン
<6335> イケチン

//<6336> ホモ太
<6336> ホモ太

//<6337> ひなチン
<6337> ひなチン

//<6338> 秀樹
<6338> 秀樹

//<6339> 男子生徒
<6339> 男子生徒

//<6340> ？？
<6340> ？？

//<6341> 「野田は負傷、音無は風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」
<6341> 「野田は負傷、音無は風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」

//<6342> 日向
<6342> 日向

//<6343> 男Ｂ
<6343> 男Ｂ

//<6344> エロエロ団総帥
<6344> エロエロ団総帥

//<6345> イケチン
<6345> イケチン

//<6346> ホモ太
<6346> ホモ太

//<6347> ひなチン
<6347> ひなチン

//<6348> 秀樹
<6348> 秀樹

//<6349> 男子生徒
<6349> 男子生徒

//<6350> ？？
<6350> ？？

//<6351> 「野田は負傷、エロエロ団ナンバー１は風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」
<6351> 「野田は負傷、エロエロ団ナンバー１は風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」

//<6352> 日向
<6352> 日向

//<6353> 男Ｂ
<6353> 男Ｂ

//<6354> エロエロ団総帥
<6354> エロエロ団総帥

//<6355> イケチン
<6355> イケチン

//<6356> ホモ太
<6356> ホモ太

//<6357> ひなチン
<6357> ひなチン

//<6358> 秀樹
<6358> 秀樹

//<6359> 男子生徒
<6359> 男子生徒

//<6360> ？？
<6360> ？？

//<6361> 「野田は負傷、ただのエロ少年は風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」
<6361> 「野田は負傷、ただのエロ少年は風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」

//<6362> 日向
<6362> 日向

//<6363> 男Ｂ
<6363> 男Ｂ

//<6364> エロエロ団総帥
<6364> エロエロ団総帥

//<6365> イケチン
<6365> イケチン

//<6366> ホモ太
<6366> ホモ太

//<6367> ひなチン
<6367> ひなチン

//<6368> 秀樹
<6368> 秀樹

//<6369> 男子生徒
<6369> 男子生徒

//<6370> ？？
<6370> ？？

//<6371> 「野田は負傷、エロ侍は風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」
<6371> 「野田は負傷、エロ侍は風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」

//<6372> 日向
<6372> 日向

//<6373> 男Ｂ
<6373> 男Ｂ

//<6374> エロエロ団総帥
<6374> エロエロ団総帥

//<6375> イケチン
<6375> イケチン

//<6376> ホモ太
<6376> ホモ太

//<6377> ひなチン
<6377> ひなチン

//<6378> 秀樹
<6378> 秀樹

//<6379> 男子生徒
<6379> 男子生徒

//<6380> ？？
<6380> ？？

//<6381> 「野田は負傷、アメリカンエロドッグは風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」
<6381> 「野田は負傷、アメリカンエロドッグは風邪で体調不良。もう試合が出来ないから、ここで俺たちの戦いは終わり」

//<6382> 高橋
<6382> 高橋

//<6383> 「そんな…」
<6383> 「そんな…」

//<6384> nothing
<6384> nothing

//<6385> nothing
<6385> nothing

//<6386> nothing
<6386> nothing

//<6387> nothing
<6387> nothing

//<6388> nothing
<6388> nothing

//<6389> 椎名
<6389> 椎名

//<6390> 「致し方あるまい…」
<6390> 「致し方あるまい…」

//<6391> 高橋
<6391> 高橋

//<6392> 「椎名さんがそう言うのであれば、あたしからは何も言えませんが…」
<6392> 「椎名さんがそう言うのであれば、あたしからは何も言えませんが…」

//<6393> nothing
<6393> nothing

//<6394> nothing
<6394> nothing

//<6395> nothing
<6395> nothing

//<6396> nothing
<6396> nothing

//<6397> nothing
<6397> nothing

//<6398> 野田
<6398> 野田

//<6399> 男Ｆ
<6399> 男Ｆ

//<6400> イケパイ
<6400> イケパイ

//<6401> 男
<6401> 男

//<6402> ？？
<6402> ？？

//<6403> 「気合いで乗り切る！！」
<6403> 「気合いで乗り切る！！」

//<6404> 音無
<6404> 音無

//<6405> クソ坊主
<6405> クソ坊主

//<6406> 代理人
<6406> 代理人

//<6407> 微妙すぎるイケメン
<6407> 微妙すぎるイケメン

//<6408> ロリコン
<6408> ロリコン

//<6409> メガネ仲間
<6409> メガネ仲間

//<6410> 暗算日本記録保持者
<6410> 暗算日本記録保持者

//<6411> 通り魔
<6411> 通り魔

//<6412> 記憶ナシ男
<6412> 記憶ナシ男

//<6413> 音速
<6413> 音速

//<6414> 無限
<6414> 無限

//<6415> エロ侍
<6415> エロ侍

//<6416> エロエロ団ナンバー１
<6416> エロエロ団ナンバー１

//<6417> ただのエロ少年
<6417> ただのエロ少年

//<6418> ユリブサイク
<6418> ユリブサイク

//<6419> ドピュッシー
<6419> ドピュッシー

//<6420> アメリカンエロドッグ
<6420> アメリカンエロドッグ

//<6421> ゼウス
<6421> ゼウス

//<6422> 日向markⅡ
<6422> 日向markⅡ

//<6423> 糞虫
<6423> 糞虫

//<6424> 量産型日向
<6424> 量産型日向

//<6425> ？？
<6425> ？？

//<6426> 「いや、やめておけ。前十字靭帯を損傷してるかもしれない。野田、今日はもう休むべきだ」
<6426> 「いや、やめておけ。前十字靭帯を損傷してるかもしれない。野田、今日はもう休むべきだ」

//<6427> nothing
<6427> nothing

//<6428> nothing
<6428> nothing

//<6429> nothing
<6429> nothing

//<6430> nothing
<6430> nothing

//<6431> nothing
<6431> nothing

//<6432> 野田
<6432> 野田

//<6433> 男Ｆ
<6433> 男Ｆ

//<6434> イケパイ
<6434> イケパイ

//<6435> 男
<6435> 男

//<6436> ？？
<6436> ？？

//<6437> 「くっそっ！　なんだよ、それっ！　どうしてジャンプさえ出来ないんだよっ！！」
<6437> 「くっそっ！　なんだよ、それっ！　どうしてジャンプさえ出来ないんだよっ！！」

//<6438> 椎名
<6438> 椎名

//<6439> 「どうした？」
<6439> 「どうした？」

//<6440> 高橋
<6440> 高橋

//<6441> 「どうしました？」
<6441> 「どうしました？」

//<6442> 椎名とＮＰＣの高橋まで心配そうな顔で駆け寄ってきた。
<6442> 椎名とＮＰＣの高橋まで心配そうな顔で駆け寄ってきた。

//<6443> nothing
<6443> nothing

//<6444> nothing
<6444> nothing

//<6445> nothing
<6445> nothing

//<6446> nothing
<6446> nothing

//<6447> 日向
<6447> 日向

//<6448> 男Ｂ
<6448> 男Ｂ

//<6449> エロエロ団総帥
<6449> エロエロ団総帥

//<6450> イケチン
<6450> イケチン

//<6451> ホモ太
<6451> ホモ太

//<6452> ひなチン
<6452> ひなチン

//<6453> 秀樹
<6453> 秀樹

//<6454> 男子生徒
<6454> 男子生徒

//<6455> ？？
<6455> ？？

//<6456> 「野田が負傷、もう試合が出来ないから、ここで俺たちの戦いは終わり」
<6456> 「野田が負傷、もう試合が出来ないから、ここで俺たちの戦いは終わり」

//<6457> 高橋
<6457> 高橋

//<6458> 「そんな…」
<6458> 「そんな…」

//<6459> nothing
<6459> nothing

//<6460> nothing
<6460> nothing

//<6461> nothing
<6461> nothing

//<6462> nothing
<6462> nothing

//<6463> nothing
<6463> nothing

//<6464> 椎名
<6464> 椎名

//<6465> 「致し方あるまい…」
<6465> 「致し方あるまい…」

//<6466> 高橋
<6466> 高橋

//<6467> 「椎名さんがそう言うのであれば、あたしからは何も言えませんが…」
<6467> 「椎名さんがそう言うのであれば、あたしからは何も言えませんが…」

//<6468> nothing
<6468> nothing

//<6469> nothing
<6469> nothing

//<6470> nothing
<6470> nothing

//<6471> nothing
<6471> nothing

//<6472> nothing
<6472> nothing

//<6473> nothing
<6473> nothing

//<6474> 俺が初めて参加したこの世界での球技大会は、ここまでで終わった。
<6474> 俺が初めて参加したこの世界での球技大会は、ここまでで終わった。

//<6475> 日向について俺たちは、体育館を後にする。
<6475> 日向について俺たちは、体育館を後にする。

//<6476> 声
<6476> 声

//<6477> 「みなさん、ゆりっぺさんからの伝言です」
<6477> 「みなさん、ゆりっぺさんからの伝言です」

//<6478> 背後から声。
<6478> 背後から声。

//<6479> nothing
<6479> nothing

//<6480> nothing
<6480> nothing

//<6481> nothing
<6481> nothing

//<6482> nothing
<6482> nothing

//<6483> nothing
<6483> nothing

//<6484> また遊佐が突如として現れていた。
<6484> また遊佐が突如として現れていた。

//<6485> 音無
<6485> 音無

//<6486> クソ坊主
<6486> クソ坊主

//<6487> 代理人
<6487> 代理人

//<6488> 微妙すぎるイケメン
<6488> 微妙すぎるイケメン

//<6489> ロリコン
<6489> ロリコン

//<6490> メガネ仲間
<6490> メガネ仲間

//<6491> 暗算日本記録保持者
<6491> 暗算日本記録保持者

//<6492> 通り魔
<6492> 通り魔

//<6493> 記憶ナシ男
<6493> 記憶ナシ男

//<6494> 音速
<6494> 音速

//<6495> 無限
<6495> 無限

//<6496> エロ侍
<6496> エロ侍

//<6497> エロエロ団ナンバー１
<6497> エロエロ団ナンバー１

//<6498> ただのエロ少年
<6498> ただのエロ少年

//<6499> ユリブサイク
<6499> ユリブサイク

//<6500> ドピュッシー
<6500> ドピュッシー

//<6501> アメリカンエロドッグ
<6501> アメリカンエロドッグ

//<6502> ゼウス
<6502> ゼウス

//<6503> 日向markⅡ
<6503> 日向markⅡ

//<6504> 糞虫
<6504> 糞虫

//<6505> 量産型日向
<6505> 量産型日向

//<6506> ？？
<6506> ？？

//<6507> 「ええっ、どこから現れた！？」
<6507> 「ええっ、どこから現れた！？」

//<6508> 音無
<6508> 音無

//<6509> クソ坊主
<6509> クソ坊主

//<6510> 代理人
<6510> 代理人

//<6511> 微妙すぎるイケメン
<6511> 微妙すぎるイケメン

//<6512> ロリコン
<6512> ロリコン

//<6513> メガネ仲間
<6513> メガネ仲間

//<6514> 暗算日本記録保持者
<6514> 暗算日本記録保持者

//<6515> 通り魔
<6515> 通り魔

//<6516> 記憶ナシ男
<6516> 記憶ナシ男

//<6517> 音速
<6517> 音速

//<6518> 無限
<6518> 無限

//<6519> エロ侍
<6519> エロ侍

//<6520> エロエロ団ナンバー１
<6520> エロエロ団ナンバー１

//<6521> ただのエロ少年
<6521> ただのエロ少年

//<6522> ユリブサイク
<6522> ユリブサイク

//<6523> ドピュッシー
<6523> ドピュッシー

//<6524> アメリカンエロドッグ
<6524> アメリカンエロドッグ

//<6525> ゼウス
<6525> ゼウス

//<6526> 日向markⅡ
<6526> 日向markⅡ

//<6527> 糞虫
<6527> 糞虫

//<6528> 量産型日向
<6528> 量産型日向

//<6529> ？？
<6529> ？？

//<6530> （届け！）
<6530> （届け！）

//<6531> se_ballcut
<6531> se_ballcut

//<6532> 思い切り手を伸ばし、相手パスのカットに成功。
<6532> 思い切り手を伸ばし、相手パスのカットに成功。

//<6533> 音無
<6533> 音無

//<6534> クソ坊主
<6534> クソ坊主

//<6535> 代理人
<6535> 代理人

//<6536> 微妙すぎるイケメン
<6536> 微妙すぎるイケメン

//<6537> ロリコン
<6537> ロリコン

//<6538> メガネ仲間
<6538> メガネ仲間

//<6539> 暗算日本記録保持者
<6539> 暗算日本記録保持者

//<6540> 通り魔
<6540> 通り魔

//<6541> 記憶ナシ男
