// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> -1st beat- EPISODE.Matsushita
<0000> -1st beat- EPISODE.Matsushita

//<0001> 松下
<18670> 「ああ、肉うどんが好きでもだ」

//<18671> しばらく、他愛もない話をするが、気になっていることを訊ねることにする。
<18671> しばらく、他愛もない話をするが、気になっていることを訊ねることにする。

//<18672> 松下
<18672> 松下

//<18673> 「なあ、最近のお前は何か様子が変じゃねぇか？」
<18673> 「なあ、最近のお前は何か様子が変じゃねぇか？」

//<18674> nothing
<18674> nothing

//<18675> nothing
<18675> nothing

//<18676> nothing
<18676> nothing

//<18677> nothing
<18677> nothing

//<18678> nothing
<18678> nothing

//<18679> 音無
<18679> 音無

//<18680> クソ坊主
<18680> クソ坊主

//<18681> 代理人
<18681> 代理人

//<18682> 微妙すぎるイケメン
<18682> 微妙すぎるイケメン

//<18683> ロリコン
<18683> ロリコン

//<18684> メガネ仲間
<18684> メガネ仲間

//<18685> 暗算日本記録保持者
<18685> 暗算日本記録保持者

//<18686> 通り魔
<18686> 通り魔

//<18687> 記憶ナシ男
<18687> 記憶ナシ男

//<18688> 音速
<18688> 音速

//<18689> 無限
<18689> 無限

//<18690> エロ侍
<18690> エロ侍

//<18691> エロエロ団ナンバー１
<18691> エロエロ団ナンバー１

//<18692> ただのエロ少年
<18692> ただのエロ少年

//<18693> ユリブサイク
<18693> ユリブサイク

//<18694> ドピュッシー
<18694> ドピュッシー

//<18695> アメリカンエロドッグ
<18695> アメリカンエロドッグ

//<18696> ゼウス
<18696> ゼウス

//<18697> 日向markⅡ
<18697> 日向markⅡ

//<18698> 糞虫
<18698> 糞虫

//<18699> 量産型日向
<18699> 量産型日向

//<18700> ？？
<18700> ？？

//<18701> 「そ、そうか。別に普段通りだと思うぞ」
<18701> 「そ、そうか。別に普段通りだと思うぞ」

//<18702> 松下
<18702> 松下

//<18703> 「いや、明らかに変だぜ」
<18703> 「いや、明らかに変だぜ」

//<18704> 松下
<18704> 松下

//<18705> 「姿を見ねぇことが多いぞ」
<18705> 「姿を見ねぇことが多いぞ」

//<18706> 松下
<18706> 松下

//<18707> 「たまに顔を見せると、なんか変なことを言ってきたりよ…」
<18707> 「たまに顔を見せると、なんか変なことを言ってきたりよ…」

//<18708> 松下
<18708> 松下

//<18709> 「時には、まるで俺を監視してるみたいなこともあるような気がするぜ」
<18709> 「時には、まるで俺を監視してるみたいなこともあるような気がするぜ」

//<18710> nothing
<18710> nothing

//<18711> nothing
<18711> nothing

//<18712> nothing
<18712> nothing

//<18713> nothing
<18713> nothing

//<18714> nothing
<18714> nothing

//<18715> 音無
<18715> 音無

//<18716> クソ坊主
<18716> クソ坊主

//<18717> 代理人
<18717> 代理人

//<18718> 微妙すぎるイケメン
<18718> 微妙すぎるイケメン

//<18719> ロリコン
<18719> ロリコン

//<18720> メガネ仲間
<18720> メガネ仲間

//<18721> 暗算日本記録保持者
<18721> 暗算日本記録保持者

//<18722> 通り魔
<18722> 通り魔

//<18723> 記憶ナシ男
<18723> 記憶ナシ男

//<18724> 音速
<18724> 音速

//<18725> 無限
<18725> 無限

//<18726> エロ侍
<18726> エロ侍

//<18727> エロエロ団ナンバー１
<18727> エロエロ団ナンバー１

//<18728> ただのエロ少年
<18728> ただのエロ少年

//<18729> ユリブサイク
<18729> ユリブサイク

//<18730> ドピュッシー
<18730> ドピュッシー

//<18731> アメリカンエロドッグ
<18731> アメリカンエロドッグ

//<18732> ゼウス
<18732> ゼウス

//<18733> 日向markⅡ
<18733> 日向markⅡ

//<18734> 糞虫
<18734> 糞虫

//<18735> 量産型日向
<18735> 量産型日向

//<18736> ？？
<18736> ？？

//<18737> 「…そんなことはないだろう。気のせいだ」
<18737> 「…そんなことはないだろう。気のせいだ」

//<18738> 音無の返事も素っ気ない。
<18738> 音無の返事も素っ気ない。

//<18739> 松下
<18739> 松下

//<18740> 「まあ、いい」
<18740> 「まあ、いい」

//<18741> 松下
<18741> 松下

//<18742> 「だが、何よりおかしいのは、お前が陽菜子さんのことを何も言わなくなったことだぜ」
<18742> 「だが、何よりおかしいのは、お前が陽菜子さんのことを何も言わなくなったことだぜ」

//<18743> 松下
<18743> 松下

//<18744> 「あれほど、こだわっていたのに…もう、諦めたってのか？」
<18744> 「あれほど、こだわっていたのに…もう、諦めたってのか？」

//<18745> 別に音無に頼るつもりはねぇ。
<18745> 別に音無に頼るつもりはねぇ。

//<18746> もともと、自分自身の問題なのだ。
<18746> もともと、自分自身の問題なのだ。

//<18747> 俺が思い出せなければ、どうあがいたところで音無が代わりに陽菜子さんの顔を思い出すわけもねぇ。
<18747> 俺が思い出せなければ、どうあがいたところで音無が代わりに陽菜子さんの顔を思い出すわけもねぇ。

//<18748> それでも…自分以外に、陽菜子さんのことを気にかけ、一生懸命になってくれるやつの存在は嬉しかった。
<18748> それでも…自分以外に、陽菜子さんのことを気にかけ、一生懸命になってくれるやつの存在は嬉しかった。

//<18749> だが、今の音無はまるで、そんなことは忘れてしまっているみてぇだ。
<18749> だが、今の音無はまるで、そんなことは忘れてしまっているみてぇだ。

//<18750> nothing
<18750> nothing

//<18751> nothing
<18751> nothing

//<18752> nothing
<18752> nothing

//<18753> nothing
<18753> nothing

//<18754> nothing
<18754> nothing

//<18755> 音無
<18755> 音無

//<18756> クソ坊主
<18756> クソ坊主

//<18757> 代理人
<18757> 代理人

//<18758> 微妙すぎるイケメン
<18758> 微妙すぎるイケメン

//<18759> ロリコン
<18759> ロリコン

//<18760> メガネ仲間
<18760> メガネ仲間

//<18761> 暗算日本記録保持者
<18761> 暗算日本記録保持者

//<18762> 通り魔
<18762> 通り魔

//<18763> 記憶ナシ男
<18763> 記憶ナシ男

//<18764> 音速
<18764> 音速

//<18765> 無限
<18765> 無限

//<18766> エロ侍
<18766> エロ侍

//<18767> エロエロ団ナンバー１
<18767> エロエロ団ナンバー１

//<18768> ただのエロ少年
<18768> ただのエロ少年

//<18769> ユリブサイク
<18769> ユリブサイク

//<18770> ドピュッシー
<18770> ドピュッシー

//<18771> アメリカンエロドッグ
<18771> アメリカンエロドッグ

//<18772> ゼウス
<18772> ゼウス

//<18773> 日向markⅡ
<18773> 日向markⅡ

//<18774> 糞虫
<18774> 糞虫

//<18775> 量産型日向
<18775> 量産型日向

//<18776> ？？
<18776> ？？

//<18777> 「…もう少しだけ、待っていてくれ」
<18777> 「…もう少しだけ、待っていてくれ」

//<18778> nothing
<18778> nothing

//<18779> nothing
<18779> nothing

//<18780> nothing
<18780> nothing

//<18781> nothing
<18781> nothing

//<18782> nothing
<18782> nothing

//<18783> 音無
<18783> 音無

//<18784> クソ坊主
<18784> クソ坊主

//<18785> 代理人
<18785> 代理人

//<18786> 微妙すぎるイケメン
<18786> 微妙すぎるイケメン

//<18787> ロリコン
<18787> ロリコン

//<18788> メガネ仲間
<18788> メガネ仲間

//<18789> 暗算日本記録保持者
<18789> 暗算日本記録保持者

//<18790> 通り魔
<18790> 通り魔

//<18791> 記憶ナシ男
<18791> 記憶ナシ男

//<18792> 音速
<18792> 音速

//<18793> 無限
<18793> 無限

//<18794> エロ侍
<18794> エロ侍

//<18795> エロエロ団ナンバー１
<18795> エロエロ団ナンバー１

//<18796> ただのエロ少年
<18796> ただのエロ少年

//<18797> ユリブサイク
<18797> ユリブサイク

//<18798> ドピュッシー
<18798> ドピュッシー

//<18799> アメリカンエロドッグ
<18799> アメリカンエロドッグ

//<18800> ゼウス
<18800> ゼウス

//<18801> 日向markⅡ
<18801> 日向markⅡ

//<18802> 糞虫
<18802> 糞虫

//<18803> 量産型日向
<18803> 量産型日向

//<18804> ？？
<18804> ？？

//<18805> 「今の俺には、それしか言えない」
<18805> 「今の俺には、それしか言えない」

//<18806> 電灯の下で、音無はうつむきがちに答える。
<18806> 電灯の下で、音無はうつむきがちに答える。

//<18807> その顔は、その言葉は、決して陽菜子さんのことを忘れているというものじゃあなかった。
<18807> その顔は、その言葉は、決して陽菜子さんのことを忘れているというものじゃあなかった。

//<18808> nothing
<18808> nothing

//<18809> nothing
<18809> nothing

//<18810> nothing
<18810> nothing

//<18811> nothing
<18811> nothing

//<18812> nothing
<18812> nothing

//<18813> 音無
<18813> 音無

//<18814> クソ坊主
<18814> クソ坊主

//<18815> 代理人
<18815> 代理人

//<18816> 微妙すぎるイケメン
<18816> 微妙すぎるイケメン

//<18817> ロリコン
<18817> ロリコン

//<18818> メガネ仲間
<18818> メガネ仲間

//<18819> 暗算日本記録保持者
<18819> 暗算日本記録保持者

//<18820> 通り魔
<18820> 通り魔

//<18821> 記憶ナシ男
<18821> 記憶ナシ男

//<18822> 音速
<18822> 音速

//<18823> 無限
<18823> 無限

//<18824> エロ侍
<18824> エロ侍

//<18825> エロエロ団ナンバー１
<18825> エロエロ団ナンバー１

//<18826> ただのエロ少年
<18826> ただのエロ少年

//<18827> ユリブサイク
<18827> ユリブサイク

//<18828> ドピュッシー
<18828> ドピュッシー

//<18829> アメリカンエロドッグ
<18829> アメリカンエロドッグ

//<18830> ゼウス
<18830> ゼウス

//<18831> 日向markⅡ
<18831> 日向markⅡ

//<18832> 糞虫
<18832> 糞虫

//<18833> 量産型日向
<18833> 量産型日向

//<18834> ？？
<18834> ？？

//<18835> 「何も訊かないで欲しい」
<18835> 「何も訊かないで欲しい」

//<18836> 松下
<18836> 松下

//<18837> 「…わかったぜ」
<18837> 「…わかったぜ」

//<18838> nothing
<18838> nothing

//<18839> nothing
<18839> nothing

//<18840> nothing
<18840> nothing

//<18841> nothing
<18841> nothing

//<18842> nothing
<18842> nothing

//<18843> 音無
<18843> 音無

//<18844> クソ坊主
<18844> クソ坊主

//<18845> 代理人
<18845> 代理人

//<18846> 微妙すぎるイケメン
<18846> 微妙すぎるイケメン

//<18847> ロリコン
<18847> ロリコン

//<18848> メガネ仲間
<18848> メガネ仲間

//<18849> 暗算日本記録保持者
<18849> 暗算日本記録保持者

//<18850> 通り魔
<18850> 通り魔

//<18851> 記憶ナシ男
<18851> 記憶ナシ男

//<18852> 音速
<18852> 音速

//<18853> 無限
<18853> 無限

//<18854> エロ侍
<18854> エロ侍

//<18855> エロエロ団ナンバー１
<18855> エロエロ団ナンバー１

//<18856> ただのエロ少年
<18856> ただのエロ少年

//<18857> ユリブサイク
<18857> ユリブサイク

//<18858> ドピュッシー
<18858> ドピュッシー

//<18859> アメリカンエロドッグ
<18859> アメリカンエロドッグ

//<18860> ゼウス
<18860> ゼウス

//<18861> 日向markⅡ
<18861> 日向markⅡ

//<18862> 糞虫
<18862> 糞虫

//<18863> 量産型日向
<18863> 量産型日向

//<18864> ？？
<18864> ？？

//<18865> 「悪かったな、部屋に戻るよ」
<18865> 「悪かったな、部屋に戻るよ」

//<18866> 松下
<18866> 松下

//<18867> 「なんだ、泊まっていくんじゃなかったのかよ」
<18867> 「なんだ、泊まっていくんじゃなかったのかよ」

//<18868> nothing
<18868> nothing

//<18869> nothing
<18869> nothing

//<18870> nothing
<18870> nothing

//<18871> nothing
<18871> nothing

//<18872> nothing
<18872> nothing

//<18873> 音無
<18873> 音無

//<18874> クソ坊主
<18874> クソ坊主

//<18875> 代理人
<18875> 代理人

//<18876> 微妙すぎるイケメン
<18876> 微妙すぎるイケメン

//<18877> ロリコン
<18877> ロリコン

//<18878> メガネ仲間
<18878> メガネ仲間

//<18879> 暗算日本記録保持者
<18879> 暗算日本記録保持者

//<18880> 通り魔
<18880> 通り魔

//<18881> 記憶ナシ男
<18881> 記憶ナシ男

//<18882> 音速
<18882> 音速

//<18883> 無限
<18883> 無限

//<18884> エロ侍
<18884> エロ侍

//<18885> エロエロ団ナンバー１
<18885> エロエロ団ナンバー１

//<18886> ただのエロ少年
<18886> ただのエロ少年

//<18887> ユリブサイク
<18887> ユリブサイク

//<18888> ドピュッシー
<18888> ドピュッシー

//<18889> アメリカンエロドッグ
<18889> アメリカンエロドッグ

//<18890> ゼウス
<18890> ゼウス

//<18891> 日向markⅡ
<18891> 日向markⅡ

//<18892> 糞虫
<18892> 糞虫

//<18893> 量産型日向
<18893> 量産型日向

//<18894> ？？
<18894> ？？

//<18895> 「いや、俺はコレじゃないからな」
<18895> 「いや、俺はコレじゃないからな」

//<18896> そう言って、しなを作る。
<18896> そう言って、しなを作る。

//<18897> 松下
<18897> 松下

//<18898> 「だったら、なんで来たんだ…」
<18898> 「だったら、なんで来たんだ…」

//<18899> nothing
<18899> nothing

//<18900> nothing
<18900> nothing

//<18901> nothing
<18901> nothing

//<18902> nothing
<18902> nothing

//<18903> nothing
<18903> nothing

//<18904> 音無
<18904> 音無

//<18905> クソ坊主
<18905> クソ坊主

//<18906> 代理人
<18906> 代理人

//<18907> 微妙すぎるイケメン
<18907> 微妙すぎるイケメン

//<18908> ロリコン
<18908> ロリコン

//<18909> メガネ仲間
<18909> メガネ仲間

//<18910> 暗算日本記録保持者
<18910> 暗算日本記録保持者

//<18911> 通り魔
<18911> 通り魔

//<18912> 記憶ナシ男
<18912> 記憶ナシ男

//<18913> 音速
<18913> 音速

//<18914> 無限
<18914> 無限

//<18915> エロ侍
<18915> エロ侍

//<18916> エロエロ団ナンバー１
<18916> エロエロ団ナンバー１

//<18917> ただのエロ少年
<18917> ただのエロ少年

//<18918> ユリブサイク
<18918> ユリブサイク

//<18919> ドピュッシー
<18919> ドピュッシー

//<18920> アメリカンエロドッグ
<18920> アメリカンエロドッグ

//<18921> ゼウス
<18921> ゼウス

//<18922> 日向markⅡ
<18922> 日向markⅡ

//<18923> 糞虫
<18923> 糞虫

//<18924> 量産型日向
<18924> 量産型日向

//<18925> ？？
<18925> ？？

//<18926> 「なんとなくだ」
<18926> 「なんとなくだ」

//<18927> nothing
<18927> nothing

//<18928> nothing
<18928> nothing

//<18929> nothing
<18929> nothing

//<18930> nothing
<18930> nothing

//<18931> nothing
<18931> nothing

//<18932> 音無
<18932> 音無

//<18933> クソ坊主
<18933> クソ坊主

//<18934> 代理人
<18934> 代理人

//<18935> 微妙すぎるイケメン
<18935> 微妙すぎるイケメン

//<18936> ロリコン
<18936> ロリコン

//<18937> メガネ仲間
<18937> メガネ仲間
