// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 99_場所選択マップ
<0000> 99_場所選択マップ
//<3324> 記憶ナシ男
<3324> 記憶ナシ男

//<3325> 音速
<3325> 音速

//<3326> 無限
<3326> 無限

//<3327> エロ侍
<3327> エロ侍

//<3328> エロエロ団ナンバー１
<3328> エロエロ団ナンバー１

//<3329> ただのエロ少年
<3329> ただのエロ少年

//<3330> ユリブサイク
<3330> ユリブサイク

//<3331> ドピュッシー
<3331> ドピュッシー

//<3332> アメリカンエロドッグ
<3332> アメリカンエロドッグ

//<3333> ゼウス
<3333> ゼウス

//<3334> 日向markⅡ
<3334> 日向markⅡ

//<3335> 糞虫
<3335> 糞虫

//<3336> 量産型日向
<3336> 量産型日向

//<3337> ？？
<3337> ？？

//<3338> （なんていやらしさだあぁーーーーー！！）
<3338> （なんていやらしさだあぁーーーーー！！）

//<3339> いつものようにベッドに寝転がり、漫画の続きを読むことにする。
<3339> いつものようにベッドに寝転がり、漫画の続きを読むことにする。

//<3340> nothing
<3340> nothing

//<3341> nothing
<3341> nothing

//<3342> nothing
<3342> nothing

//<3343> nothing
<3343> nothing

//<3344> nothing
<3344> nothing

//<3345> 日向
<3345> 日向

//<3346> 男Ｂ
<3346> 男Ｂ

//<3347> エロエロ団総帥
<3347> エロエロ団総帥

//<3348> イケチン
<3348> イケチン

//<3349> ホモ太
<3349> ホモ太

//<3350> ひなチン
<3350> ひなチン

//<3351> 秀樹
<3351> 秀樹

//<3352> 男子生徒
<3352> 男子生徒

//<3353> ？？
<3353> ？？

//<3354> 「じゃ、そろそろ寝るか」
<3354> 「じゃ、そろそろ寝るか」

//<3355> 音無
<3355> 音無

//<3356> クソ坊主
<3356> クソ坊主

//<3357> 代理人
<3357> 代理人

//<3358> 微妙すぎるイケメン
<3358> 微妙すぎるイケメン

//<3359> ロリコン
<3359> ロリコン

//<3360> メガネ仲間
<3360> メガネ仲間

//<3361> 暗算日本記録保持者
<3361> 暗算日本記録保持者

//<3362> 通り魔
<3362> 通り魔

//<3363> 記憶ナシ男
<3363> 記憶ナシ男

//<3364> 音速
<3364> 音速

//<3365> 無限
<3365> 無限

//<3366> エロ侍
<3366> エロ侍

//<3367> エロエロ団ナンバー１
<3367> エロエロ団ナンバー１

//<3368> ただのエロ少年
<3368> ただのエロ少年

//<3369> ユリブサイク
<3369> ユリブサイク

//<3370> ドピュッシー
<3370> ドピュッシー

//<3371> アメリカンエロドッグ
<3371> アメリカンエロドッグ

//<3372> ゼウス
<3372> ゼウス

//<3373> 日向markⅡ
<3373> 日向markⅡ

//<3374> 糞虫
<3374> 糞虫

//<3375> 量産型日向
<3375> 量産型日向

//<3376> ？？
<3376> ？？

//<3377> 「………」
<3377> 「………」

//<3378> nothing
<3378> nothing

//<3379> nothing
<3379> nothing

//<3380> nothing
<3380> nothing

//<3381> nothing
<3381> nothing

//<3382> nothing
<3382> nothing

//<3383> 日向
<3383> 日向

//<3384> 男Ｂ
<3384> 男Ｂ

//<3385> エロエロ団総帥
<3385> エロエロ団総帥

//<3386> イケチン
<3386> イケチン

//<3387> ホモ太
<3387> ホモ太

//<3388> ひなチン
<3388> ひなチン

//<3389> 秀樹
<3389> 秀樹

//<3390> 男子生徒
<3390> 男子生徒

//<3391> ？？
<3391> ？？

//<3392> 「おい、糞虫、聞こえてねーのか？」
<3392> 「おい、糞虫、聞こえてねーのか？」

//<3393> 日向
<3393> 日向

//<3394> 男Ｂ
<3394> 男Ｂ

//<3395> エロエロ団総帥
<3395> エロエロ団総帥

//<3396> イケチン
<3396> イケチン

//<3397> ホモ太
<3397> ホモ太

//<3398> ひなチン
<3398> ひなチン

//<3399> 秀樹
<3399> 秀樹

//<3400> 男子生徒
<3400> 男子生徒

//<3401> ？？
<3401> ？？

//<3402> 「おい、量産型日向、聞こえてねーのか？」
<3402> 「おい、量産型日向、聞こえてねーのか？」

//<3403> 日向
<3403> 日向

//<3404> 男Ｂ
<3404> 男Ｂ

//<3405> エロエロ団総帥
<3405> エロエロ団総帥

//<3406> イケチン
<3406> イケチン

//<3407> ホモ太
<3407> ホモ太

//<3408> ひなチン
<3408> ひなチン

//<3409> 秀樹
<3409> 秀樹

//<3410> 男子生徒
<3410> 男子生徒

//<3411> ？？
<3411> ？？

//<3412> 「おい、音無、聞こえてねーのか？」
<3412> 「おい、音無、聞こえてねーのか？」

//<3413> 音無
<3413> 音無

//<3414> クソ坊主
<3414> クソ坊主

//<3415> 代理人
<3415> 代理人

//<3416> 微妙すぎるイケメン
<3416> 微妙すぎるイケメン

//<3417> ロリコン
<3417> ロリコン

//<3418> メガネ仲間
<3418> メガネ仲間

//<3419> 暗算日本記録保持者
<3419> 暗算日本記録保持者

//<3420> 通り魔
<3420> 通り魔

//<3421> 記憶ナシ男
<3421> 記憶ナシ男

//<3422> 音速
<3422> 音速

//<3423> 無限
<3423> 無限

//<3424> エロ侍
<3424> エロ侍

//<3425> エロエロ団ナンバー１
<3425> エロエロ団ナンバー１

//<3426> ただのエロ少年
<3426> ただのエロ少年

//<3427> ユリブサイク
<3427> ユリブサイク

//<3428> ドピュッシー
<3428> ドピュッシー

//<3429> アメリカンエロドッグ
<3429> アメリカンエロドッグ

//<3430> ゼウス
<3430> ゼウス

//<3431> 日向markⅡ
<3431> 日向markⅡ

//<3432> 糞虫
<3432> 糞虫

//<3433> 量産型日向
<3433> 量産型日向

//<3434> ？？
<3434> ？？

//<3435> 「は！？　うわぁ！！　そそそ、そんなエエエエロ漫画なんて読んでねぇーぜ！　って言っちゃってるぅー！！」
<3435> 「は！？　うわぁ！！　そそそ、そんなエエエエロ漫画なんて読んでねぇーぜ！　って言っちゃってるぅー！！」

//<3436> nothing
<3436> nothing

//<3437> nothing
<3437> nothing

//<3438> nothing
<3438> nothing

//<3439> nothing
<3439> nothing

//<3440> nothing
<3440> nothing

//<3441> 日向
<3441> 日向

//<3442> 男Ｂ
<3442> 男Ｂ

//<3443> エロエロ団総帥
<3443> エロエロ団総帥

//<3444> イケチン
<3444> イケチン

//<3445> ホモ太
<3445> ホモ太

//<3446> ひなチン
<3446> ひなチン

//<3447> 秀樹
<3447> 秀樹

//<3448> 男子生徒
<3448> 男子生徒

//<3449> ？？
<3449> ？？
{54d99} 33 // 3449

//<3450> 「えええ漫画？　なんだよ、それ」
<3450> 「えええ漫画？　なんだよ、それ」

//<3451> nothing
<3451> nothing

//<3452> nothing
<3452> nothing

//<3453> nothing
<3453> nothing

//<3454> nothing
<3454> nothing

//<3455> nothing
<3455> nothing

//<3456> nothing
<3456> nothing

//<3457> nothing
<3457> nothing

//<3458> nothing
<3458> nothing

//<3459> nothing
<3459> nothing

//<3460> nothing
<3460> nothing

//<3461> nothing
<3461> nothing

//<3462> 音無
<3462> 音無

//<3463> クソ坊主
<3463> クソ坊主

//<3464> 代理人
<3464> 代理人

//<3465> 微妙すぎるイケメン
<3465> 微妙すぎるイケメン

//<3466> ロリコン
<3466> ロリコン

//<3467> メガネ仲間
<3467> メガネ仲間

//<3468> 暗算日本記録保持者
<3468> 暗算日本記録保持者

//<3469> 通り魔
<3469> 通り魔

//<3470> 記憶ナシ男
<3470> 記憶ナシ男

//<3471> 音速
<3471> 音速

//<3472> 無限
<3472> 無限

//<3473> エロ侍
<3473> エロ侍

//<3474> エロエロ団ナンバー１
<3474> エロエロ団ナンバー１

//<3475> ただのエロ少年
<3475> ただのエロ少年

//<3476> ユリブサイク
<3476> ユリブサイク

//<3477> ドピュッシー
<3477> ドピュッシー

//<3478> アメリカンエロドッグ
<3478> アメリカンエロドッグ

//<3479> ゼウス
<3479> ゼウス

//<3480> 日向markⅡ
<3480> 日向markⅡ

//<3481> 糞虫
<3481> 糞虫

//<3482> 量産型日向
<3482> 量産型日向

//<3483> ？？
<3483> ？？

//<3484> 「いやいやいや、大丈夫だ！　寝るんだよな！？　おやすみなさい！！」
<3484> 「いやいやいや、大丈夫だ！　寝るんだよな！？　おやすみなさい！！」

//<3485> 日向
<3485> 日向

//<3486> 男Ｂ
<3486> 男Ｂ

//<3487> エロエロ団総帥
<3487> エロエロ団総帥

//<3488> イケチン
<3488> イケチン

//<3489> ホモ太
<3489> ホモ太

//<3490> ひなチン
<3490> ひなチン

//<3491> 秀樹
<3491> 秀樹

//<3492> 男子生徒
<3492> 男子生徒

//<3493> ？？
<3493> ？？

//<3494> 「寝る前にどんなテンションなんだよ…」
<3494> 「寝る前にどんなテンションなんだよ…」

//<3495> 俺はすでに布団に頭まで潜っている。
<3495> 俺はすでに布団に頭まで潜っている。

//<3496> 日向
<3496> 日向

//<3497> 男Ｂ
<3497> 男Ｂ

//<3498> エロエロ団総帥
<3498> エロエロ団総帥

//<3499> イケチン
<3499> イケチン

//<3500> ホモ太
<3500> ホモ太

//<3501> ひなチン
<3501> ひなチン

//<3502> 秀樹
<3502> 秀樹

//<3503> 男子生徒
<3503> 男子生徒

//<3504> ？？
<3504> ？？

//<3505> 「まあ、いいや。おやすみ」
<3505> 「まあ、いいや。おやすみ」

//<3506> 音無
<3506> 音無

//<3507> クソ坊主
<3507> クソ坊主

//<3508> 代理人
<3508> 代理人

//<3509> 微妙すぎるイケメン
<3509> 微妙すぎるイケメン

//<3510> ロリコン
<3510> ロリコン

//<3511> メガネ仲間
<3511> メガネ仲間

//<3512> 暗算日本記録保持者
<3512> 暗算日本記録保持者

//<3513> 通り魔
<3513> 通り魔

//<3514> 記憶ナシ男
<3514> 記憶ナシ男

//<3515> 音速
<3515> 音速

//<3516> 無限
<3516> 無限

//<3517> エロ侍
<3517> エロ侍

//<3518> エロエロ団ナンバー１
<3518> エロエロ団ナンバー１

//<3519> ただのエロ少年
<3519> ただのエロ少年

//<3520> ユリブサイク
<3520> ユリブサイク

//<3521> ドピュッシー
<3521> ドピュッシー

//<3522> アメリカンエロドッグ
<3522> アメリカンエロドッグ

//<3523> ゼウス
<3523> ゼウス

//<3524> 日向markⅡ
<3524> 日向markⅡ

//<3525> 糞虫
<3525> 糞虫

//<3526> 量産型日向
<3526> 量産型日向

//<3527> ？？
<3527> ？？

//<3528> 「ああ！」
<3528> 「ああ！」

//<3529> 音無
<3529> 音無

//<3530> クソ坊主
<3530> クソ坊主

//<3531> 代理人
<3531> 代理人

//<3532> 微妙すぎるイケメン
<3532> 微妙すぎるイケメン

//<3533> ロリコン
<3533> ロリコン

//<3534> メガネ仲間
<3534> メガネ仲間

//<3535> 暗算日本記録保持者
<3535> 暗算日本記録保持者

//<3536> 通り魔
<3536> 通り魔

//<3537> 記憶ナシ男
<3537> 記憶ナシ男

//<3538> 音速
<3538> 音速

//<3539> 無限
<3539> 無限

//<3540> エロ侍
<3540> エロ侍

//<3541> エロエロ団ナンバー１
<3541> エロエロ団ナンバー１

//<3542> ただのエロ少年
<3542> ただのエロ少年

//<3543> ユリブサイク
<3543> ユリブサイク

//<3544> ドピュッシー
<3544> ドピュッシー

//<3545> アメリカンエロドッグ
<3545> アメリカンエロドッグ

//<3546> ゼウス
<3546> ゼウス

//<3547> 日向markⅡ
<3547> 日向markⅡ

//<3548> 糞虫
<3548> 糞虫

//<3549> 量産型日向
<3549> 量産型日向

//<3550> ？？
<3550> ？？

//<3551> 「ああ、そうだな」
<3551> 「ああ、そうだな」

//<3552> 漫画を閉じてベッド脇に積む。
<3552> 漫画を閉じてベッド脇に積む。

//<3553> nothing
<3553> nothing

//<3554> nothing
<3554> nothing

//<3555> nothing
<3555> nothing

//<3556> nothing
<3556> nothing

//<3557> nothing
<3557> nothing

//<3558> nothing
<3558> nothing

//<3559> se_lightswitch
<3559> se_lightswitch

//<3560> 日向
<3560> 日向

//<3561> 男Ｂ
<3561> 男Ｂ

//<3562> エロエロ団総帥
<3562> エロエロ団総帥

//<3563> イケチン
<3563> イケチン

//<3564> ホモ太
<3564> ホモ太

//<3565> ひなチン
<3565> ひなチン

//<3566> 秀樹
<3566> 秀樹

//<3567> 男子生徒
<3567> 男子生徒

//<3568> ？？
<3568> ？？

//<3569> 「おやすみ」
<3569> 「おやすみ」

//<3570> 音無
<3570> 音無

//<3571> クソ坊主
<3571> クソ坊主

//<3572> 代理人
<3572> 代理人

//<3573> 微妙すぎるイケメン
<3573> 微妙すぎるイケメン

//<3574> ロリコン
<3574> ロリコン

//<3575> メガネ仲間
<3575> メガネ仲間

//<3576> 暗算日本記録保持者
<3576> 暗算日本記録保持者

//<3577> 通り魔
<3577> 通り魔

//<3578> 記憶ナシ男
<3578> 記憶ナシ男

//<3579> 音速
<3579> 音速

//<3580> 無限
<3580> 無限

//<3581> エロ侍
<3581> エロ侍

//<3582> エロエロ団ナンバー１
<3582> エロエロ団ナンバー１

//<3583> ただのエロ少年
<3583> ただのエロ少年

//<3584> ユリブサイク
<3584> ユリブサイク

//<3585> ドピュッシー
<3585> ドピュッシー

//<3586> アメリカンエロドッグ
<3586> アメリカンエロドッグ

//<3587> ゼウス
<3587> ゼウス

//<3588> 日向markⅡ
<3588> 日向markⅡ

//<3589> 糞虫
<3589> 糞虫

//<3590> 量産型日向
<3590> 量産型日向

//<3591> ？？
<3591> ？？

//<3592> 「ああ、おやすみ」
<3592> 「ああ、おやすみ」

//<3593> dummy
<3593> dummy

//<3594> bg_kuro
<3594> bg_kuro

//<3595> ep11_bg003
<3595> ep11_bg003

//<3596> bg_kuro
<3596> bg_kuro

//<3597> ep10_bg001
<3597> ep10_bg001

//<3598> m111
<3598> m111

//<3599> bs1_oy011200r1
<3599> bs1_oy011200r1

//<3600> bs2_oy0109_1200a0
<3600> bs2_oy0109_1200a0

//<3601> oy0107
<3601> oy0107

//<3602> oy0308
<3602> oy0308

//<3603> oy0308_10
<3603> oy0308_10

//<3604> bg_kuro
<3604> bg_kuro

//<3605> ep11_bg003
<3605> ep11_bg003

//<3606> ys0101
<3606> ys0101

//<3607> bg_siro
<3607> bg_siro

//<3608> sys_ecatch00
<3608> sys_ecatch00

//<3609> sys_ecatch00
<3609> sys_ecatch00
{618d} 7e // 3609

//<3610> bg_siro
<3610> bg_siro

//<3611> m109
<3611> m109

//<3612> evcm_0401
<3612> evcm_0401

//<3613> tm0201
<3613> tm0201

//<3614> ep03_bg004
<3614> ep03_bg004

//<3615> bs1_yr0203
<3615> bs1_yr0203

//<3616> hn0106
<3616> hn0106

//<3617> yr0107
<3617> yr0107

//<3618> m118
<3618> m118

//<3619> hn0305
<3619> hn0305

//<3620> hn0306
<3620> hn0306

//<3621> bs1_yr0307_06
<3621> bs1_yr0307_06

//<3622> hn0307
<3622> hn0307

//<3623> yr0209
<3623> yr0209

//<3624> hn0106
<3624> hn0106

//<3625> tm0105
<3625> tm0105

//<3626> hn999900l3
<3626> hn999900l3

//<3627> yr0103
<3627> yr0103

//<3628> tm999900r3
<3628> tm999900r3

//<3629> hn0208
<3629> hn0208

//<3630> bs3_hn010200a0
<3630> bs3_hn010200a0

//<3631> sys_bk_selline00
<3631> sys_bk_selline00

//<3632> bs1_hn0107
<3632> bs1_hn0107

//<3633> hn0109_07
<3633> hn0109_07

//<3634> hn0202
<3634> hn0202

//<3635> m090
<3635> m090
{cc1f} 0a // 3635

//<3636> hn0402
<3636> hn0402

//<3637> hn0402
<3637> hn0402

//<3638> hn0102
<3638> hn0102

//<3639> hn0402
<3639> hn0402

//<3640> hn0404
<3640> hn0404

//<3641> hn0104
<3641> hn0104

//<3642> hn0102
<3642> hn0102

//<3643> yr0308_06
<3643> yr0308_06

//<3644> bs1_yr0308
<3644> bs1_yr0308

//<3645> m118
<3645> m118

//<3646> yr0307
<3646> yr0307

//<3647> bs1_ys0101
<3647> bs1_ys0101

//<3648> yr
<3648> yr

//<3649> hn0408
<3649> hn0408

//<3650> ys
<3650> ys

//<3651> yr0307_06
<3651> yr0307_06

//<3652> hn0105
<3652> hn0105

//<3653> bs3_hn010800a0
<3653> bs3_hn010800a0

//<3654> bs1_yr0208_06
<3654> bs1_yr0208_06

//<3655> hn0108
<3655> hn0108

//<3656> yr0506
<3656> yr0506

//<3657> hn0102
<3657> hn0102

//<3658> yr0505
<3658> yr0505

//<3659> yr0509
<3659> yr0509

//<3660> hn0104
<3660> hn0104

//<3661> yr
<3661> yr

//<3662> bs1_ys0102
<3662> bs1_ys0102

//<3663> yr0309
<3663> yr0309

//<3664> ys0101
<3664> ys0101

//<3665> yr0309_06
<3665> yr0309_06

//<3666> yr
<3666> yr

//<3667> hn0302
<3667> hn0302

//<3668> ys
<3668> ys

//<3669> yr0506
<3669> yr0506

//<3670> hn0108
<3670> hn0108

//<3671> yr0306
<3671> yr0306

//<3672> hn0102
<3672> hn0102

//<3673> ys0102
<3673> ys0102

//<3674> yr0607_08
<3674> yr0607_08

//<3675> ys0104
<3675> ys0104

//<3676> m106
<3676> m106

//<3677> hn0109
<3677> hn0109

//<3678> hn0407
<3678> hn0407

//<3679> m106
<3679> m106

//<3680> hn0109
<3680> hn0109

//<3681> hn0407
<3681> hn0407

//<3682> hn0404
<3682> hn0404

//<3683> hn0402
<3683> hn0402

//<3684> hn0108
<3684> hn0108

//<3685> hn0105
<3685> hn0105

//<3686> hn0105
<3686> hn0105

//<3687> hn0108
<3687> hn0108

//<3688> hn0405
<3688> hn0405

//<3689> m090
<3689> m090
{25950} 0a // 3689

//<3690> hn0404
<3690> hn0404

//<3691> hn0404
<3691> hn0404

//<3692> hn0402
<3692> hn0402

//<3693> bg_siro
<3693> bg_siro

//<3694> bg_siro
<3694> bg_siro

//<3695> bg_kuro
<3695> bg_kuro

//<3696> ep05_bg048
<3696> ep05_bg048

//<3697> bg_kuro
<3697> bg_kuro

//<3698> ep99_bg003
<3698> ep99_bg003

//<3699> m303
<3699> m303

//<3700> ys0101
<3700> ys0101

//<3701> hn0208
<3701> hn0208

//<3702> hn0306
<3702> hn0306

//<3703> ys0101
<3703> ys0101

//<3704> hn0306
<3704> hn0306

//<3705> ys0101
<3705> ys0101

//<3706> ys0101_02
<3706> ys0101_02

//<3707> hn0407
<3707> hn0407

//<3708> bg_kuro
<3708> bg_kuro

//<3709> bg_kuro
<3709> bg_kuro

//<3710> ep01_bg042
<3710> ep01_bg042

//<3711> bg_kuro
<3711> bg_kuro

//<3712> evcm_0402
<3712> evcm_0402

//<3713> m110
<3713> m110

//<3714> evcm_0401
<3714> evcm_0401

//<3715> sys_bk_selline00
<3715> sys_bk_selline00

//<3716> evcm_0402
<3716> evcm_0402

//<3717> evcm_0401
<3717> evcm_0401

//<3718> ys0101
<3718> ys0101

//<3719> ep03_bg004
<3719> ep03_bg004

//<3720> ys0101
<3720> ys0101

//<3721> ep03_bg004
