// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> ようやく、オペレーションも終わり、これで何の気兼ねなく岩沢とまた会えるはずだ。
<0000> ようやく、オペレーションも終わり、これで何の気兼ねなく岩沢とまた会えるはずだ。
<3476> 「じゃあ、俺は本部に行くから。お前らもこれから練習だろ」

//<3477> nothing
<3477> nothing

//<3478> nothing
<3478> nothing

//<3479> nothing
<3479> nothing

//<3480> nothing
<3480> nothing

//<3481> 関根
<3481> 関根

//<3482> 「はい。いってらっしゃいませ～」
<3482> 「はい。いってらっしゃいませ～」

//<3483> 遊佐
<3483> 遊佐

//<3484> 「音無さん、定例会議です」
<3484> 「音無さん、定例会議です」

//<3485> nothing
<3485> nothing

//<3486> nothing
<3486> nothing

//<3487> nothing
<3487> nothing

//<3488> nothing
<3488> nothing

//<3489> nothing
<3489> nothing

//<3490> また突然現れた！
<3490> また突然現れた！

//<3491> 関根
<3491> 関根

//<3492> 「おろ、遊佐たんではないですか」
<3492> 「おろ、遊佐たんではないですか」

//<3493> 音無
<3493> 音無

//<3494> クソ坊主
<3494> クソ坊主

//<3495> 代理人
<3495> 代理人

//<3496> 微妙すぎるイケメン
<3496> 微妙すぎるイケメン

//<3497> ロリコン
<3497> ロリコン

//<3498> メガネ仲間
<3498> メガネ仲間

//<3499> 暗算日本記録保持者
<3499> 暗算日本記録保持者

//<3500> 通り魔
<3500> 通り魔

//<3501> 記憶ナシ男
<3501> 記憶ナシ男

//<3502> 音速
<3502> 音速

//<3503> 無限
<3503> 無限

//<3504> エロ侍
<3504> エロ侍

//<3505> エロエロ団ナンバー１
<3505> エロエロ団ナンバー１

//<3506> ただのエロ少年
<3506> ただのエロ少年

//<3507> ユリブサイク
<3507> ユリブサイク

//<3508> ドピュッシー
<3508> ドピュッシー

//<3509> アメリカンエロドッグ
<3509> アメリカンエロドッグ

//<3510> ゼウス
<3510> ゼウス

//<3511> 日向markⅡ
<3511> 日向markⅡ

//<3512> 糞虫
<3512> 糞虫

//<3513> 量産型日向
<3513> 量産型日向

//<3514> ？？
<3514> ？？

//<3515> 「お前らっ、こいつが歩いてここまで歩いて来たのを見たか！？」
<3515> 「お前らっ、こいつが歩いてここまで歩いて来たのを見たか！？」

//<3516> nothing
<3516> nothing

//<3517> nothing
<3517> nothing

//<3518> nothing
<3518> nothing

//<3519> nothing
<3519> nothing

//<3520> ここぞとばかりにふたり訊く。
<3520> ここぞとばかりにふたり訊く。

//<3521> nothing
<3521> nothing

//<3522> nothing
<3522> nothing

//<3523> nothing
<3523> nothing

//<3524> nothing
<3524> nothing

//<3525> nothing
<3525> nothing

//<3526> 入江
<3526> 入江

//<3527> 「見てませんけど…」
<3527> 「見てませんけど…」

//<3528> 音無
<3528> 音無

//<3529> クソ坊主
<3529> クソ坊主

//<3530> 代理人
<3530> 代理人

//<3531> 微妙すぎるイケメン
<3531> 微妙すぎるイケメン

//<3532> ロリコン
<3532> ロリコン

//<3533> メガネ仲間
<3533> メガネ仲間

//<3534> 暗算日本記録保持者
<3534> 暗算日本記録保持者

//<3535> 通り魔
<3535> 通り魔

//<3536> 記憶ナシ男
<3536> 記憶ナシ男

//<3537> 音速
<3537> 音速

//<3538> 無限
<3538> 無限

//<3539> エロ侍
<3539> エロ侍

//<3540> エロエロ団ナンバー１
<3540> エロエロ団ナンバー１

//<3541> ただのエロ少年
<3541> ただのエロ少年

//<3542> ユリブサイク
<3542> ユリブサイク

//<3543> ドピュッシー
<3543> ドピュッシー

//<3544> アメリカンエロドッグ
<3544> アメリカンエロドッグ

//<3545> ゼウス
<3545> ゼウス

//<3546> 日向markⅡ
<3546> 日向markⅡ

//<3547> 糞虫
<3547> 糞虫

//<3548> 量産型日向
<3548> 量産型日向

//<3549> ？？
<3549> ？？

//<3550> 「関根は！？」
<3550> 「関根は！？」

//<3551> nothing
<3551> nothing

//<3552> nothing
<3552> nothing

//<3553> nothing
<3553> nothing

//<3554> nothing
<3554> nothing

//<3555> 関根
<3555> 関根

//<3556> 「話に夢中で、気づきませんでしたが」
<3556> 「話に夢中で、気づきませんでしたが」

//<3557> nothing
<3557> nothing

//<3558> nothing
<3558> nothing

//<3559> nothing
<3559> nothing

//<3560> nothing
<3560> nothing

//<3561> nothing
<3561> nothing

//<3562> 音無
<3562> 音無

//<3563> クソ坊主
<3563> クソ坊主

//<3564> 代理人
<3564> 代理人

//<3565> 微妙すぎるイケメン
<3565> 微妙すぎるイケメン

//<3566> ロリコン
<3566> ロリコン

//<3567> メガネ仲間
<3567> メガネ仲間

//<3568> 暗算日本記録保持者
<3568> 暗算日本記録保持者

//<3569> 通り魔
<3569> 通り魔

//<3570> 記憶ナシ男
<3570> 記憶ナシ男

//<3571> 音速
<3571> 音速

//<3572> 無限
<3572> 無限

//<3573> エロ侍
<3573> エロ侍

//<3574> エロエロ団ナンバー１
<3574> エロエロ団ナンバー１

//<3575> ただのエロ少年
<3575> ただのエロ少年

//<3576> ユリブサイク
<3576> ユリブサイク

//<3577> ドピュッシー
<3577> ドピュッシー

//<3578> アメリカンエロドッグ
<3578> アメリカンエロドッグ

//<3579> ゼウス
<3579> ゼウス

//<3580> 日向markⅡ
<3580> 日向markⅡ

//<3581> 糞虫
<3581> 糞虫

//<3582> 量産型日向
<3582> 量産型日向

//<3583> ？？
<3583> ？？

//<3584> 「遊佐、やっぱりお前、スペック的におかしいぜ！」
<3584> 「遊佐、やっぱりお前、スペック的におかしいぜ！」

//<3585> nothing
<3585> nothing

//<3586> nothing
<3586> nothing

//<3587> nothing
<3587> nothing

//<3588> nothing
<3588> nothing

//<3589> nothing
<3589> nothing

//<3590> 遊佐
<3590> 遊佐

//<3591> 「なんですか、その疑惑の目で見られているこの状況は」
<3591> 「なんですか、その疑惑の目で見られているこの状況は」

//<3592> 音無
<3592> 音無

//<3593> クソ坊主
<3593> クソ坊主

//<3594> 代理人
<3594> 代理人

//<3595> 微妙すぎるイケメン
<3595> 微妙すぎるイケメン

//<3596> ロリコン
<3596> ロリコン

//<3597> メガネ仲間
<3597> メガネ仲間

//<3598> 暗算日本記録保持者
<3598> 暗算日本記録保持者

//<3599> 通り魔
<3599> 通り魔

//<3600> 記憶ナシ男
<3600> 記憶ナシ男

//<3601> 音速
<3601> 音速

//<3602> 無限
<3602> 無限

//<3603> エロ侍
<3603> エロ侍

//<3604> エロエロ団ナンバー１
<3604> エロエロ団ナンバー１

//<3605> ただのエロ少年
<3605> ただのエロ少年

//<3606> ユリブサイク
<3606> ユリブサイク

//<3607> ドピュッシー
<3607> ドピュッシー

//<3608> アメリカンエロドッグ
<3608> アメリカンエロドッグ

//<3609> ゼウス
<3609> ゼウス

//<3610> 日向markⅡ
<3610> 日向markⅡ

//<3611> 糞虫
<3611> 糞虫

//<3612> 量産型日向
<3612> 量産型日向

//<3613> ？？
<3613> ？？

//<3614> 「そりゃ、見るっての！」
<3614> 「そりゃ、見るっての！」

//<3615> nothing
<3615> nothing

//<3616> nothing
<3616> nothing

//<3617> nothing
<3617> nothing

//<3618> nothing
<3618> nothing

//<3619> 音無
<3619> 音無

//<3620> クソ坊主
<3620> クソ坊主

//<3621> 代理人
<3621> 代理人

//<3622> 微妙すぎるイケメン
<3622> 微妙すぎるイケメン

//<3623> ロリコン
<3623> ロリコン

//<3624> メガネ仲間
<3624> メガネ仲間

//<3625> 暗算日本記録保持者
<3625> 暗算日本記録保持者

//<3626> 通り魔
<3626> 通り魔

//<3627> 記憶ナシ男
<3627> 記憶ナシ男

//<3628> 音速
<3628> 音速

//<3629> 無限
<3629> 無限

//<3630> エロ侍
<3630> エロ侍

//<3631> エロエロ団ナンバー１
<3631> エロエロ団ナンバー１

//<3632> ただのエロ少年
<3632> ただのエロ少年

//<3633> ユリブサイク
<3633> ユリブサイク

//<3634> ドピュッシー
<3634> ドピュッシー

//<3635> アメリカンエロドッグ
<3635> アメリカンエロドッグ

//<3636> ゼウス
<3636> ゼウス

//<3637> 日向markⅡ
<3637> 日向markⅡ

//<3638> 糞虫
<3638> 糞虫

//<3639> 量産型日向
<3639> 量産型日向

//<3640> ？？
<3640> ？？

//<3641> 「おい、関根、入江、俺は今から本部に向かうが、遊佐がここから立ち去るまで見届けてくれ！」
<3641> 「おい、関根、入江、俺は今から本部に向かうが、遊佐がここから立ち去るまで見届けてくれ！」

//<3642> nothing
<3642> nothing

//<3643> nothing
<3643> nothing

//<3644> nothing
<3644> nothing

//<3645> nothing
<3645> nothing

//<3646> nothing
<3646> nothing

//<3647> 関根
<3647> 関根

//<3648> 「あたしたち、これから練習なんですけど」
<3648> 「あたしたち、これから練習なんですけど」

//<3649> nothing
<3649> nothing

//<3650> nothing
<3650> nothing

//<3651> nothing
<3651> nothing

//<3652> nothing
<3652> nothing

//<3653> nothing
<3653> nothing

//<3654> 入江
<3654> 入江

//<3655> 「うん、すでに遅れてるし、早く行かないと」
<3655> 「うん、すでに遅れてるし、早く行かないと」

//<3656> なんてこった。遊佐の神秘を解明するのはまだ早すぎるというのか…。
<3656> なんてこった。遊佐の神秘を解明するのはまだ早すぎるというのか…。

//<3657> nothing
<3657> nothing

//<3658> nothing
<3658> nothing

//<3659> nothing
<3659> nothing

//<3660> nothing
<3660> nothing

//<3661> nothing
<3661> nothing

//<3662> 音無
<3662> 音無

//<3663> クソ坊主
<3663> クソ坊主

//<3664> 代理人
<3664> 代理人

//<3665> 微妙すぎるイケメン
<3665> 微妙すぎるイケメン

//<3666> ロリコン
<3666> ロリコン

//<3667> メガネ仲間
<3667> メガネ仲間

//<3668> 暗算日本記録保持者
<3668> 暗算日本記録保持者

//<3669> 通り魔
<3669> 通り魔

//<3670> 記憶ナシ男
<3670> 記憶ナシ男

//<3671> 音速
<3671> 音速

//<3672> 無限
<3672> 無限

//<3673> エロ侍
<3673> エロ侍

//<3674> エロエロ団ナンバー１
<3674> エロエロ団ナンバー１

//<3675> ただのエロ少年
<3675> ただのエロ少年

//<3676> ユリブサイク
<3676> ユリブサイク

//<3677> ドピュッシー
<3677> ドピュッシー

//<3678> アメリカンエロドッグ
<3678> アメリカンエロドッグ

//<3679> ゼウス
<3679> ゼウス

//<3680> 日向markⅡ
<3680> 日向markⅡ

//<3681> 糞虫
<3681> 糞虫

//<3682> 量産型日向
<3682> 量産型日向

//<3683> ？？
<3683> ？？

//<3684> 「わかったよ…じゃ行くよ」
<3684> 「わかったよ…じゃ行くよ」

//<3685> 音無
<3685> 音無

//<3686> クソ坊主
<3686> クソ坊主

//<3687> 代理人
<3687> 代理人

//<3688> 微妙すぎるイケメン
<3688> 微妙すぎるイケメン

//<3689> ロリコン
<3689> ロリコン

//<3690> メガネ仲間
<3690> メガネ仲間

//<3691> 暗算日本記録保持者
<3691> 暗算日本記録保持者

//<3692> 通り魔
<3692> 通り魔

//<3693> 記憶ナシ男
<3693> 記憶ナシ男

//<3694> 音速
<3694> 音速

//<3695> 無限
<3695> 無限

//<3696> エロ侍
<3696> エロ侍

//<3697> エロエロ団ナンバー１
<3697> エロエロ団ナンバー１

//<3698> ただのエロ少年
<3698> ただのエロ少年

//<3699> ユリブサイク
<3699> ユリブサイク

//<3700> ドピュッシー
<3700> ドピュッシー

//<3701> アメリカンエロドッグ
<3701> アメリカンエロドッグ

//<3702> ゼウス
<3702> ゼウス

//<3703> 日向markⅡ
<3703> 日向markⅡ

//<3704> 糞虫
<3704> 糞虫

//<3705> 量産型日向
<3705> 量産型日向

//<3706> ？？
<3706> ？？

//<3707> 「了解。行くよ」
<3707> 「了解。行くよ」

//<3708> nothing
<3708> nothing

//<3709> nothing
<3709> nothing

//<3710> nothing
<3710> nothing

//<3711> nothing
<3711> nothing

//<3712> nothing
<3712> nothing

//<3713> 遊佐
<3713> 遊佐

//<3714> 「はい、お願いします」
<3714> 「はい、お願いします」

//<3715> dummy
<3715> dummy

//<3716> ep88_bg007
<3716> ep88_bg007

//<3717> ep03_bg015
<3717> ep03_bg015
{0179} 0a // 3717

//<3718> bs2_iw0108_09
<3718> bs2_iw0108_09

//<3719> bg_siro
<3719> bg_siro
{08df} 0a // 3719

//<3720> ep88_bg008
<3720> ep88_bg008

//<3721> sk0106_03
<3721> sk0106_03

//<3722> ir0101
<3722> ir0101

//<3723> sk0105
<3723> sk0105

//<3724> bg_siro
<3724> bg_siro

//<3725> ep88_bg007
<3725> ep88_bg007

//<3726> ep03_bg015
<3726> ep03_bg015

//<3727> iw0301_08
<3727> iw0301_08

//<3728> iw0309_08
<3728> iw0309_08

//<3729> iw0109_02
<3729> iw0109_02

//<3730> iw0201
<3730> iw0201

//<3731> iw0108_02
<3731> iw0108_02

//<3732> iw0115
<3732> iw0115

//<3733> iw0101_08
<3733> iw0101_08

//<3734> iw0209
<3734> iw0209

//<3735> iw0101
<3735> iw0101

//<3736> iw0301_08
<3736> iw0301_08

//<3737> iw0301
<3737> iw0301

//<3738> bg_kuro
<3738> bg_kuro

//<3739> m120
<3739> m120

//<3740> ep07_bg033
<3740> ep07_bg033

//<3741> ep07_bg033
<3741> ep07_bg033

//<3742> iw0102
<3742> iw0102

//<3743> iw0101
<3743> iw0101

//<3744> iw0102
<3744> iw0102

//<3745> iw0107_01
<3745> iw0107_01

//<3746> iw0302
<3746> iw0302

//<3747> ev_siro
<3747> ev_siro
{ad1f} 0a // 3747

//<3748> eviw_0101
<3748> eviw_0101

//<3749> eviw_0101
<3749> eviw_0101

//<3750> ep07_bg033
<3750> ep07_bg033

//<3751> iw0301
<3751> iw0301

//<3752> sys_bk_selline00
<3752> sys_bk_selline00

//<3753> iw0202
<3753> iw0202

//<3754> sys_bk_selline00
<3754> sys_bk_selline00

//<3755> iw0201_08
<3755> iw0201_08

//<3756> iw0207
<3756> iw0207

//<3757> iw0209_02
<3757> iw0209_02

//<3758> iw0208
<3758> iw0208

//<3759> iw0107
<3759> iw0107

//<3760> iw0201_08
<3760> iw0201_08

//<3761> iw0207
<3761> iw0207

//<3762> iw0209_02
<3762> iw0209_02

//<3763> iw0208
<3763> iw0208

//<3764> iw0107
<3764> iw0107

//<3765> iw0109_01
<3765> iw0109_01

//<3766> iw0106
<3766> iw0106

//<3767> iw0107_02
<3767> iw0107_02

//<3768> iw0109_01
<3768> iw0109_01

//<3769> iw0102
<3769> iw0102

//<3770> iw0109_01
<3770> iw0109_01

//<3771> iw0309_02
<3771> iw0309_02

//<3772> iw0309_02
<3772> iw0309_02

//<3773> m107
<3773> m107

//<3774> iw0301
<3774> iw0301

//<3775> iw0307_01
<3775> iw0307_01

//<3776> iw0309_01
<3776> iw0309_01

//<3777> iw0308
<3777> iw0308

//<3778> iw0307_02
<3778> iw0307_02

//<3779> iw0307_01
<3779> iw0307_01

//<3780> iw0109_01
<3780> iw0109_01

//<3781> iw0107_01
<3781> iw0107_01

//<3782> sys_bk_selline00
<3782> sys_bk_selline00

//<3783> iw0108
<3783> iw0108

//<3784> iw0107_01
<3784> iw0107_01

//<3785> iw0107_08
<3785> iw0107_08

//<3786> iw0108
<3786> iw0108

//<3787> iw0109_01
<3787> iw0109_01

//<3788> sys_bk_selline00
<3788> sys_bk_selline00

//<3789> iw0104_02
<3789> iw0104_02

//<3790> iw0101_08
<3790> iw0101_08

//<3791> m118
<3791> m118

//<3792> iw0107
<3792> iw0107

//<3793> iw0109_07
<3793> iw0109_07

//<3794> iw0207
<3794> iw0207

//<3795> iw0209
<3795> iw0209

//<3796> iw0104_02
<3796> iw0104_02

//<3797> iw0101_08
<3797> iw0101_08

//<3798> m118
<3798> m118

//<3799> iw0115
<3799> iw0115

//<3800> iw0104_02
<3800> iw0104_02

//<3801> iw0109_02
<3801> iw0109_02

//<3802> iw0109_02
<3802> iw0109_02

//<3803> iw0101
<3803> iw0101

//<3804> iw0109_02
<3804> iw0109_02

//<3805> iw0201
<3805> iw0201

//<3806> iw0207
<3806> iw0207

//<3807> iw0207
<3807> iw0207

//<3808> iw0101
<3808> iw0101

//<3809> iw0309_02
<3809> iw0309_02

//<3810> iw0301
<3810> iw0301

//<3811> iw0307_01
<3811> iw0307_01

//<3812> iw0307_01
<3812> iw0307_01

//<3813> bg_siro
<3813> bg_siro

//<3814> bg_siro
<3814> bg_siro

//<3815> m126
<3815> m126

//<3816> bs3_iw0201
<3816> bs3_iw0201

//<3817> ep03_bg019
<3817> ep03_bg019

//<3818> ep03_bg021
<3818> ep03_bg021

//<3819> bs3_iw0101
<3819> bs3_iw0101

//<3820> ep03_bg021
<3820> ep03_bg021

//<3821> bg_siro
<3821> bg_siro

//<3822> ep03_bg022
<3822> ep03_bg022

//<3823> m107
<3823> m107

//<3824> bg_siro
<3824> bg_siro

//<3825> bs3_iw0201
<3825> bs3_iw0201

//<3826> ep03_bg023
<3826> ep03_bg023

//<3827> bs3_iw0201
<3827> bs3_iw0201

//<3828> ep03_bg027
<3828> ep03_bg027

//<3829> bg_siro
<3829> bg_siro

//<3830> bg_kuro
<3830> bg_kuro

//<3831> m207
<3831> m207

//<3832> ep01_bg030
<3832> ep01_bg030

//<3833> bg_kuro
<3833> bg_kuro

//<3834> ep07_bg033
<3834> ep07_bg033

//<3835> iw0110
<3835> iw0110

//<3836> iw0109
<3836> iw0109

//<3837> iw0108
<3837> iw0108

//<3838> iw0107
<3838> iw0107

//<3839> iw0107_09
<3839> iw0107_09

//<3840> iw0107
<3840> iw0107

//<3841> iw0109
<3841> iw0109

//<3842> iw0101_08
<3842> iw0101_08

//<3843> iw0107_02
<3843> iw0107_02

//<3844> iw0208_01
<3844> iw0208_01

//<3845> iw0207_02
<3845> iw0207_02

//<3846> iw0109_01
<3846> iw0109_01

//<3847> iw0104_02
<3847> iw0104_02

//<3848> iw0105_06
<3848> iw0105_06

//<3849> iw0105_09
<3849> iw0105_09

//<3850> iw0109
<3850> iw0109

//<3851> iw0301_08
<3851> iw0301_08

//<3852> ep04_bg047
<3852> ep04_bg047

//<3853> iw0109_02
<3853> iw0109_02

//<3854> iw0101_08
<3854> iw0101_08

//<3855> iw0108
<3855> iw0108

//<3856> iw0207
<3856> iw0207

//<3857> iw0107
<3857> iw0107

//<3858> iw0108
<3858> iw0108

//<3859> sys_bk_selline00
<3859> sys_bk_selline00

//<3860> iw0208_09
<3860> iw0208_09

//<3861> iw0107_01
<3861> iw0107_01

//<3862> iw0109_01
<3862> iw0109_01

//<3863> iw0104_02
<3863> iw0104_02

//<3864> m118
<3864> m118
