// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> ここは…。
<0000> ここは…。
<3528> 秀樹

//<3529> 男子生徒
<3529> 男子生徒

//<3530> ？？
<3530> ？？

//<3531> 「ゆりっぺには俺から報告しておくよ…」
<3531> 「ゆりっぺには俺から報告しておくよ…」

//<3532> nothing
<3532> nothing

//<3533> nothing
<3533> nothing

//<3534> nothing
<3534> nothing

//<3535> nothing
<3535> nothing

//<3536> nothing
<3536> nothing

//<3537> 日向
<3537> 日向

//<3538> 男Ｂ
<3538> 男Ｂ

//<3539> エロエロ団総帥
<3539> エロエロ団総帥

//<3540> イケチン
<3540> イケチン

//<3541> ホモ太
<3541> ホモ太

//<3542> ひなチン
<3542> ひなチン

//<3543> 秀樹
<3543> 秀樹

//<3544> 男子生徒
<3544> 男子生徒

//<3545> ？？
<3545> ？？

//<3546> 「明日からはＮＰＣと同じ部屋、同じ制服でこの世界を満喫してくれ…」
<3546> 「明日からはＮＰＣと同じ部屋、同じ制服でこの世界を満喫してくれ…」

//<3547> 音無
<3547> 音無

//<3548> クソ坊主
<3548> クソ坊主

//<3549> 代理人
<3549> 代理人

//<3550> 微妙すぎるイケメン
<3550> 微妙すぎるイケメン

//<3551> ロリコン
<3551> ロリコン

//<3552> メガネ仲間
<3552> メガネ仲間

//<3553> 暗算日本記録保持者
<3553> 暗算日本記録保持者

//<3554> 通り魔
<3554> 通り魔

//<3555> 記憶ナシ男
<3555> 記憶ナシ男

//<3556> 音速
<3556> 音速

//<3557> 無限
<3557> 無限

//<3558> エロ侍
<3558> エロ侍

//<3559> エロエロ団ナンバー１
<3559> エロエロ団ナンバー１

//<3560> ただのエロ少年
<3560> ただのエロ少年

//<3561> ユリブサイク
<3561> ユリブサイク

//<3562> ドピュッシー
<3562> ドピュッシー

//<3563> アメリカンエロドッグ
<3563> アメリカンエロドッグ

//<3564> ゼウス
<3564> ゼウス

//<3565> 日向markⅡ
<3565> 日向markⅡ

//<3566> 糞虫
<3566> 糞虫

//<3567> 量産型日向
<3567> 量産型日向

//<3568> ？？
<3568> ？？

//<3569> 「ああ。そうする」
<3569> 「ああ。そうする」

//<3570> 44_バッドエンド
<3570> 44_バッドエンド

//<3571> 不正は明らかだが、何も言わないでおく。
<3571> 不正は明らかだが、何も言わないでおく。

//<3572> nothing
<3572> nothing

//<3573> nothing
<3573> nothing

//<3574> nothing
<3574> nothing

//<3575> nothing
<3575> nothing

//<3576> nothing
<3576> nothing

//<3577> 日向
<3577> 日向

//<3578> 男Ｂ
<3578> 男Ｂ

//<3579> エロエロ団総帥
<3579> エロエロ団総帥

//<3580> イケチン
<3580> イケチン

//<3581> ホモ太
<3581> ホモ太

//<3582> ひなチン
<3582> ひなチン

//<3583> 秀樹
<3583> 秀樹

//<3584> 男子生徒
<3584> 男子生徒

//<3585> ？？
<3585> ？？

//<3586> 「さって、音無は…」
<3586> 「さって、音無は…」

//<3587> 食券をポケットから取り上げる。
<3587> 食券をポケットから取り上げる。

//<3588> nothing
<3588> nothing

//<3589> nothing
<3589> nothing

//<3590> nothing
<3590> nothing

//<3591> nothing
<3591> nothing

//<3592> nothing
<3592> nothing

//<3593> 日向
<3593> 日向

//<3594> 男Ｂ
<3594> 男Ｂ

//<3595> エロエロ団総帥
<3595> エロエロ団総帥

//<3596> イケチン
<3596> イケチン

//<3597> ホモ太
<3597> ホモ太

//<3598> ひなチン
<3598> ひなチン

//<3599> 秀樹
<3599> 秀樹

//<3600> 男子生徒
<3600> 男子生徒

//<3601> ？？
<3601> ？？

//<3602> 「ステーキ＆ハンバーグコンボ定食ーー！！」
<3602> 「ステーキ＆ハンバーグコンボ定食ーー！！」

//<3603> 音無
<3603> 音無

//<3604> クソ坊主
<3604> クソ坊主

//<3605> 代理人
<3605> 代理人

//<3606> 微妙すぎるイケメン
<3606> 微妙すぎるイケメン

//<3607> ロリコン
<3607> ロリコン

//<3608> メガネ仲間
<3608> メガネ仲間

//<3609> 暗算日本記録保持者
<3609> 暗算日本記録保持者

//<3610> 通り魔
<3610> 通り魔

//<3611> 記憶ナシ男
<3611> 記憶ナシ男

//<3612> 音速
<3612> 音速

//<3613> 無限
<3613> 無限

//<3614> エロ侍
<3614> エロ侍

//<3615> エロエロ団ナンバー１
<3615> エロエロ団ナンバー１

//<3616> ただのエロ少年
<3616> ただのエロ少年

//<3617> ユリブサイク
<3617> ユリブサイク

//<3618> ドピュッシー
<3618> ドピュッシー

//<3619> アメリカンエロドッグ
<3619> アメリカンエロドッグ

//<3620> ゼウス
<3620> ゼウス

//<3621> 日向markⅡ
<3621> 日向markⅡ

//<3622> 糞虫
<3622> 糞虫

//<3623> 量産型日向
<3623> 量産型日向

//<3624> ？？
<3624> ？？

//<3625> （重いいぃーーーーーーーーーー！！）
<3625> （重いいぃーーーーーーーーーー！！）

//<3626> 脱力してしまう。
<3626> 脱力してしまう。

//<3627> nothing
<3627> nothing

//<3628> nothing
<3628> nothing

//<3629> nothing
<3629> nothing

//<3630> nothing
<3630> nothing

//<3631> nothing
<3631> nothing

//<3632> 日向
<3632> 日向

//<3633> 男Ｂ
<3633> 男Ｂ

//<3634> エロエロ団総帥
<3634> エロエロ団総帥

//<3635> イケチン
<3635> イケチン

//<3636> ホモ太
<3636> ホモ太

//<3637> ひなチン
<3637> ひなチン

//<3638> 秀樹
<3638> 秀樹

//<3639> 男子生徒
<3639> 男子生徒

//<3640> ？？
<3640> ？？

//<3641> 「俺はと…そりゃっ！」
<3641> 「俺はと…そりゃっ！」

//<3642> nothing
<3642> nothing

//<3643> nothing
<3643> nothing

//<3644> nothing
<3644> nothing

//<3645> nothing
<3645> nothing

//<3646> nothing
<3646> nothing

//<3647> 日向
<3647> 日向

//<3648> 男Ｂ
<3648> 男Ｂ

//<3649> エロエロ団総帥
<3649> エロエロ団総帥

//<3650> イケチン
<3650> イケチン

//<3651> ホモ太
<3651> ホモ太

//<3652> ひなチン
<3652> ひなチン

//<3653> 秀樹
<3653> 秀樹

//<3654> 男子生徒
<3654> 男子生徒

//<3655> ？？
<3655> ？？

//<3656> 「えーと…イングリッシュマフィンーーー！！」
<3656> 「えーと…イングリッシュマフィンーーー！！」

//<3657> 音無
<3657> 音無

//<3658> クソ坊主
<3658> クソ坊主

//<3659> 代理人
<3659> 代理人

//<3660> 微妙すぎるイケメン
<3660> 微妙すぎるイケメン

//<3661> ロリコン
<3661> ロリコン

//<3662> メガネ仲間
<3662> メガネ仲間

//<3663> 暗算日本記録保持者
<3663> 暗算日本記録保持者

//<3664> 通り魔
<3664> 通り魔

//<3665> 記憶ナシ男
<3665> 記憶ナシ男

//<3666> 音速
<3666> 音速

//<3667> 無限
<3667> 無限

//<3668> エロ侍
<3668> エロ侍

//<3669> エロエロ団ナンバー１
<3669> エロエロ団ナンバー１

//<3670> ただのエロ少年
<3670> ただのエロ少年

//<3671> ユリブサイク
<3671> ユリブサイク

//<3672> ドピュッシー
<3672> ドピュッシー

//<3673> アメリカンエロドッグ
<3673> アメリカンエロドッグ

//<3674> ゼウス
<3674> ゼウス

//<3675> 日向markⅡ
<3675> 日向markⅡ

//<3676> 糞虫
<3676> 糞虫

//<3677> 量産型日向
<3677> 量産型日向

//<3678> ？？
<3678> ？？

//<3679> （まさに朝食ぅーーー！！）
<3679> （まさに朝食ぅーーー！！）

//<3680> nothing
<3680> nothing

//<3681> nothing
<3681> nothing

//<3682> nothing
<3682> nothing

//<3683> nothing
<3683> nothing

//<3684> nothing
<3684> nothing

//<3685> 日向
<3685> 日向

//<3686> 男Ｂ
<3686> 男Ｂ

//<3687> エロエロ団総帥
<3687> エロエロ団総帥

//<3688> イケチン
<3688> イケチン

//<3689> ホモ太
<3689> ホモ太

//<3690> ひなチン
<3690> ひなチン

//<3691> 秀樹
<3691> 秀樹

//<3692> 男子生徒
<3692> 男子生徒

//<3693> ？？
<3693> ？？

//<3694> 「でも、いい。ここらで俺の誠意も見せるぜ…」
<3694> 「でも、いい。ここらで俺の誠意も見せるぜ…」

//<3695> nothing
<3695> nothing

//<3696> nothing
<3696> nothing

//<3697> nothing
<3697> nothing

//<3698> nothing
<3698> nothing

//<3699> nothing
<3699> nothing

//<3700> 日向
<3700> 日向

//<3701> 男Ｂ
<3701> 男Ｂ

//<3702> エロエロ団総帥
<3702> エロエロ団総帥

//<3703> イケチン
<3703> イケチン

//<3704> ホモ太
<3704> ホモ太

//<3705> ひなチン
<3705> ひなチン

//<3706> 秀樹
<3706> 秀樹

//<3707> 男子生徒
<3707> 男子生徒

//<3708> ？？
<3708> ？？

//<3709> 「お前には、このイングリッシュマフィンの食券をやる…」
<3709> 「お前には、このイングリッシュマフィンの食券をやる…」

//<3710> 名前を聞く限りは、朝食に相応しい食券を受け取る。
<3710> 名前を聞く限りは、朝食に相応しい食券を受け取る。

//<3711> nothing
<3711> nothing

//<3712> nothing
<3712> nothing

//<3713> nothing
<3713> nothing

//<3714> nothing
<3714> nothing

//<3715> nothing
<3715> nothing

//<3716> 日向
<3716> 日向

//<3717> 男Ｂ
<3717> 男Ｂ

//<3718> エロエロ団総帥
<3718> エロエロ団総帥

//<3719> イケチン
<3719> イケチン

//<3720> ホモ太
<3720> ホモ太

//<3721> ひなチン
<3721> ひなチン

//<3722> 秀樹
<3722> 秀樹

//<3723> 男子生徒
<3723> 男子生徒

//<3724> ？？
<3724> ？？

//<3725> 「そして、俺はこれだ…」
<3725> 「そして、俺はこれだ…」

//<3726> 日向は決死の表情で、カウンターに食券を叩きつけた。
<3726> 日向は決死の表情で、カウンターに食券を叩きつけた。

//<3727> nothing
<3727> nothing

//<3728> nothing
<3728> nothing

//<3729> nothing
<3729> nothing

//<3730> nothing
<3730> nothing

//<3731> nothing
<3731> nothing

//<3732> nothing
<3732> nothing

//<3733> 食堂のおばさん
<3733> 食堂のおばさん

//<3734> 「ほい、麻婆豆腐ー！」
<3734> 「ほい、麻婆豆腐ー！」

//<3735> 白
<3735> 白
{619eb} 0a // 3735

//<3736> nothing
<3736> nothing

//<3737> nothing
<3737> nothing

//<3738> nothing
<3738> nothing

//<3739> nothing
<3739> nothing

//<3740> nothing
<3740> nothing

//<3741> 日向
<3741> 日向

//<3742> 男Ｂ
<3742> 男Ｂ

//<3743> エロエロ団総帥
<3743> エロエロ団総帥

//<3744> イケチン
<3744> イケチン

//<3745> ホモ太
<3745> ホモ太

//<3746> ひなチン
<3746> ひなチン

//<3747> 秀樹
<3747> 秀樹

//<3748> 男子生徒
<3748> 男子生徒

//<3749> ？？
<3749> ？？

//<3750> 「この食堂、他のメニューは美味いんだが、麻婆豆腐だけは味付けがおかしいんだ」
<3750> 「この食堂、他のメニューは美味いんだが、麻婆豆腐だけは味付けがおかしいんだ」

//<3751> nothing
<3751> nothing

//<3752> nothing
<3752> nothing

//<3753> nothing
<3753> nothing

//<3754> nothing
<3754> nothing

//<3755> nothing
<3755> nothing

//<3756> 日向
<3756> 日向

//<3757> 男Ｂ
<3757> 男Ｂ

//<3758> エロエロ団総帥
<3758> エロエロ団総帥

//<3759> イケチン
<3759> イケチン

//<3760> ホモ太
<3760> ホモ太

//<3761> ひなチン
<3761> ひなチン

//<3762> 秀樹
<3762> 秀樹

//<3763> 男子生徒
<3763> 男子生徒

//<3764> ？？
<3764> ？？

//<3765> 「言ったろ。ここのメニューは麻婆豆腐以外はすべて当たりだってさ」
<3765> 「言ったろ。ここのメニューは麻婆豆腐以外はすべて当たりだってさ」

//<3766> 音無
<3766> 音無

//<3767> クソ坊主
<3767> クソ坊主

//<3768> 代理人
<3768> 代理人

//<3769> 微妙すぎるイケメン
<3769> 微妙すぎるイケメン

//<3770> ロリコン
<3770> ロリコン

//<3771> メガネ仲間
<3771> メガネ仲間

//<3772> 暗算日本記録保持者
<3772> 暗算日本記録保持者

//<3773> 通り魔
<3773> 通り魔

//<3774> 記憶ナシ男
<3774> 記憶ナシ男

//<3775> 音速
<3775> 音速

//<3776> 無限
<3776> 無限

//<3777> エロ侍
<3777> エロ侍

//<3778> エロエロ団ナンバー１
<3778> エロエロ団ナンバー１

//<3779> ただのエロ少年
<3779> ただのエロ少年

//<3780> ユリブサイク
<3780> ユリブサイク

//<3781> ドピュッシー
<3781> ドピュッシー

//<3782> アメリカンエロドッグ
<3782> アメリカンエロドッグ

//<3783> ゼウス
<3783> ゼウス

//<3784> 日向markⅡ
<3784> 日向markⅡ

//<3785> 糞虫
<3785> 糞虫

//<3786> 量産型日向
<3786> 量産型日向

//<3787> ？？
<3787> ？？

//<3788> （まさか…それを注文したのか…！！）
<3788> （まさか…それを注文したのか…！！）

//<3789> 音無
<3789> 音無

//<3790> クソ坊主
<3790> クソ坊主

//<3791> 代理人
<3791> 代理人

//<3792> 微妙すぎるイケメン
<3792> 微妙すぎるイケメン

//<3793> ロリコン
<3793> ロリコン

//<3794> メガネ仲間
<3794> メガネ仲間

//<3795> 暗算日本記録保持者
<3795> 暗算日本記録保持者

//<3796> 通り魔
<3796> 通り魔

//<3797> 記憶ナシ男
<3797> 記憶ナシ男

//<3798> 音速
<3798> 音速

//<3799> 無限
<3799> 無限

//<3800> エロ侍
<3800> エロ侍

//<3801> エロエロ団ナンバー１
<3801> エロエロ団ナンバー１

//<3802> ただのエロ少年
<3802> ただのエロ少年

//<3803> ユリブサイク
<3803> ユリブサイク

//<3804> ドピュッシー
<3804> ドピュッシー

//<3805> アメリカンエロドッグ
<3805> アメリカンエロドッグ

//<3806> ゼウス
<3806> ゼウス

//<3807> 日向markⅡ
<3807> 日向markⅡ

//<3808> 糞虫
<3808> 糞虫

//<3809> 量産型日向
<3809> 量産型日向

//<3810> ？？
<3810> ？？

//<3811> 「日向、お前…」
<3811> 「日向、お前…」

//<3812> 日向
<3812> 日向

//<3813> 男Ｂ
<3813> 男Ｂ

//<3814> エロエロ団総帥
<3814> エロエロ団総帥

//<3815> イケチン
<3815> イケチン

//<3816> ホモ太
<3816> ホモ太

//<3817> ひなチン
<3817> ひなチン

//<3818> 秀樹
<3818> 秀樹

//<3819> 男子生徒
<3819> 男子生徒

//<3820> ？？
<3820> ？？

//<3821> 「ああ。だが、これが俺のけじめの付け方さ…」
<3821> 「ああ。だが、これが俺のけじめの付け方さ…」

//<3822> nothing
<3822> nothing

//<3823> nothing
<3823> nothing

//<3824> nothing
<3824> nothing

//<3825> nothing
<3825> nothing

//<3826> nothing
<3826> nothing

//<3827> 日向
<3827> 日向

//<3828> 男Ｂ
<3828> 男Ｂ

//<3829> エロエロ団総帥
<3829> エロエロ団総帥

//<3830> イケチン
<3830> イケチン

//<3831> ホモ太
<3831> ホモ太

//<3832> ひなチン
<3832> ひなチン

//<3833> 秀樹
<3833> 秀樹

//<3834> 男子生徒
<3834> 男子生徒

//<3835> ？？
<3835> ？？

//<3836> 「食い切って、音無に許しを請う…」
<3836> 「食い切って、音無に許しを請う…」

//<3837> dummy
<3837> dummy

//<3838> sys_bk_selline00
<3838> sys_bk_selline00

//<3839> hn0406
<3839> hn0406

//<3840> m212
<3840> m212

//<3841> hn0209_07
<3841> hn0209_07

//<3842> hn0109
<3842> hn0109

//<3843> sys_bk_selline00
<3843> sys_bk_selline00

//<3844> hn0108
<3844> hn0108

//<3845> m118
<3845> m118

//<3846> bs3_hn0105_09
<3846> bs3_hn0105_09

//<3847> hn0105
<3847> hn0105

//<3848> bs2_hn020800a0
<3848> bs2_hn020800a0

//<3849> hn0105_09
<3849> hn0105_09

//<3850> hn0101
<3850> hn0101

//<3851> hn0106
<3851> hn0106

//<3852> hn0407
<3852> hn0407

//<3853> m122
<3853> m122

//<3854> hn0408_03
<3854> hn0408_03

//<3855> hn0403
<3855> hn0403

//<3856> hn0408
<3856> hn0408

//<3857> bg_kuro
<3857> bg_kuro
{e758} 0a // 3857

//<3858> ep88_bg004
<3858> ep88_bg004

//<3859> fj0103
<3859> fj0103

//<3860> bg_kuro
<3860> bg_kuro
{ee21} 0a // 3860

//<3861> hn0407
<3861> hn0407

//<3862> hn0408
<3862> hn0408

//<3863> hn0407_06
<3863> hn0407_06

//<3864> hn0408
<3864> hn0408

//<3865> hn0407
<3865> hn0407

//<3866> hn0407_06
<3866> hn0407_06

//<3867> hn0407
<3867> hn0407

//<3868> hn0408
<3868> hn0408

//<3869> hn0109
<3869> hn0109

//<3870> sys_bk_selline00
<3870> sys_bk_selline00

//<3871> hn0305
<3871> hn0305

//<3872> hn0105_09
<3872> hn0105_09

//<3873> sys_bk_selline00
<3873> sys_bk_selline00

//<3874> m202
<3874> m202

//<3875> hn0107
<3875> hn0107

//<3876> hn0309_07
<3876> hn0309_07

//<3877> bs3_hn0105_09
<3877> bs3_hn0105_09

//<3878> m118
<3878> m118

//<3879> hn0105
<3879> hn0105

//<3880> bs2_hn010800a0
<3880> bs2_hn010800a0

//<3881> hn0105
<3881> hn0105

//<3882> hn0101
<3882> hn0101

//<3883> m202
<3883> m202

//<3884> hn0309_07
<3884> hn0309_07

//<3885> m118
<3885> m118

//<3886> bs3_hn0105_09
<3886> bs3_hn0105_09

//<3887> bs2_hn0105_0900a0
<3887> bs2_hn0105_0900a0

//<3888> m202
<3888> m202

//<3889> hn0109_07
<3889> hn0109_07

//<3890> hn0305
<3890> hn0305

//<3891> hn0408
<3891> hn0408

//<3892> hn0102
<3892> hn0102

//<3893> hn0109
<3893> hn0109

//<3894> m202
<3894> m202

//<3895> hn0110
<3895> hn0110

//<3896> bs3_hn0109
<3896> bs3_hn0109

//<3897> hn0109_07
<3897> hn0109_07

//<3898> hn0109
<3898> hn0109

//<3899> hn0309_07
<3899> hn0309_07

//<3900> sys_bk_selline00
<3900> sys_bk_selline00

//<3901> hn0402
<3901> hn0402

//<3902> hn0404
<3902> hn0404

//<3903> hn0107
<3903> hn0107

//<3904> hn0109
<3904> hn0109

//<3905> hn0109_07
<3905> hn0109_07

//<3906> hn0109
<3906> hn0109

//<3907> hn0107
<3907> hn0107

//<3908> hn0109
<3908> hn0109

//<3909> hn0101
<3909> hn0101

//<3910> hn0107
<3910> hn0107

//<3911> hn0108
<3911> hn0108

//<3912> hn0104
<3912> hn0104

//<3913> m107
<3913> m107

//<3914> hn0102
<3914> hn0102

//<3915> hn0101
<3915> hn0101

//<3916> hn0104
<3916> hn0104

//<3917> m119
<3917> m119

//<3918> bs2_hn040500a0
<3918> bs2_hn040500a0

//<3919> hn0102
<3919> hn0102

//<3920> hn0104
<3920> hn0104

//<3921> sys_bk_selline00
<3921> sys_bk_selline00

//<3922> hn0402
<3922> hn0402

//<3923> hn0102
<3923> hn0102

//<3924> hn0104
<3924> hn0104

//<3925> hn0404
<3925> hn0404

//<3926> hn0102
<3926> hn0102

//<3927> hn0402
<3927> hn0402

//<3928> hn0106
<3928> hn0106

//<3929> hn0407
<3929> hn0407

//<3930> hn0105
<3930> hn0105

//<3931> bs3_hn0405
<3931> bs3_hn0405

//<3932> hn0108
<3932> hn0108
